Sentence_ID,Word,Tag
13,đáp,ICurriculum-Components
13,thôi,Outside
13,được,Outside
13,không,Outside
13,ạ,Outside
13,hoặc,Outside
13,là,Outside
13,cho,Outside
13,khóa,Outside
13,đó,Outside
13,đi,Outside
13,thi,BAction
13,đừng,Outside
13,mang,Outside
13,văn,Outside
13,bản,Outside
13,pháp,Outside
13,luật,Outside
13,cũng,Outside
13,được,Outside
14,Còn,Outside
14,em,Outside
14,thấy,Outside
14,đề,BItem
14,thi,IItem
14,như,Outside
14,vậy,Outside
14,là,Outside
14,quá,Outside
14,sức,Outside
14,với,Outside
14,em,Outside
14,rồi,Outside
14,",",Outside
14,em,Outside
14,không,Outside
14,thể,Outside
14,cố,Outside
14,gắng,Outside
14,làm,Outside
14,được,Outside
14,đề,BItem
14,khó,Outside
14,hơn,Outside
14,được,Outside
15,Nên,Outside
15,là,Outside
15,em,Outside
15,quỳ,Outside
15,lạy,Outside
15,van,Outside
15,xin,Outside
15,thầy,Outside
15,cô,Outside
15,đừng,Outside
15,bắt,Outside
15,em,Outside
15,thi,BAction
15,vấn,BCurriculum-Components
15,đáp,ICurriculum-Components
15,mà,Outside
16,Cảm,Outside
16,ơn,Outside
16,admin,Outside
16,đã,Outside
16,duyệt,Outside
17,Của,Outside
17,ai,Outside
17,lên,Outside
17,trường,Outside
17,nhận,Outside
17,nhé,Outside
18,Có,Outside
18,thể,Outside
18,bạn,Outside
18,chưa,Outside
18,biết,Outside
19,8,Outside
19,3,Outside
19,2,Outside
20,8,Outside
20,3,Outside
20,5,Outside
21,8,Outside
21,x,Outside
21,3,Outside
21,24,Outside
22,TIA,Outside
22,CHỚP,Outside
22,LÓE,Outside
22,NGANG,Outside
22,Ý,Outside
22,TƯỞNG,Outside
22,BỪNG,Outside
22,SÁNG,Outside
23,Thể,Outside
23,lệ,Outside
23,cuộc,Outside
23,thi,BAction
24,Hồ,BItem
24,sơ,IItem
24,đăng,BAction
24,ký,IAction
24,dự,Outside
24,thi,BAction
25,Link,Outside
25,đăng,BAction
25,ký,IAction
26,Thời,Outside
26,gian,Outside
26,đăng,BAction
26,ký,IAction
26,Từ,Outside
26,ngày,Outside
26,22,Outside
26,01,Outside
26,2024,Outside
26,đến,Outside
26,ngày,Outside
26,10,Outside
26,3,Outside
26,2024,Outside
27,không,Outside
27,không,Outside
27,trung,Outside
27,sâu,Outside
27,thẳm,Outside
27,kia,Outside
27,",",Outside
27,một,Outside
27,tia,Outside
27,chớp,Outside
27,lóe,Outside
27,lên,Outside
27,báo,Outside
27,hiệu,Outside
27,một,Outside
27,điều,Outside
27,bất,Outside
27,ngờ,Outside
27,đã,Outside
27,xuất,Outside
27,hiện,Outside
28,Tại,Outside
28,thời,Outside
28,điểm,Outside
28,này,Outside
28,",",Outside
28,Startup,Outside
28,Runway,Outside
28,chính,Outside
28,thức,Outside
28,ra,Outside
28,mắt,Outside
28,",",Outside
28,mở,Outside
28,ra,Outside
28,một,Outside
28,chuyến,Outside
28,phiêu,Outside
28,lưu,Outside
28,mới,Outside
28,đầy,Outside
28,những,Outside
28,điều,Outside
28,thú,Outside
28,vị,Outside
29,Bạn,Outside
29,đã,Outside
29,sẵn,Outside
29,sàng,Outside
29,để,Outside
29,bước,Outside
29,vào,Outside
29,đó,Outside
29,chưa,Outside
30,Thời,Outside
30,khắc,Outside
30,quan,Outside
30,trọng,Outside
30,đã,Outside
30,đến,Outside
30,",",Outside
30,Cuộc,Outside
30,thi,BAction
30,Startup,Outside
30,Runway,Outside
30,2024,Outside
30,xin,Outside
30,thông,Outside
30,báo,Outside
30,MỞ,Outside
30,ĐƠN,BItem
30,ĐĂNG,BAction
30,KÝ,IAction
30,Ý,Outside
30,TƯỞNG,Outside
31,Trở,Outside
31,lại,Outside
31,vô,Outside
31,cùng,Outside
31,ấn,Outside
31,tượng,Outside
31,với,Outside
31,mùa,Outside
31,thi,Outside
31,thứ,Outside
31,VIII,Outside
31,",",Outside
31,Cuộc,Outside
31,thi,BAction
31,rất,Outside
31,mong,Outside
31,chờ,Outside
31,những,Outside
31,sáng,Outside
31,kiến,Outside
31,độc,Outside
31,đáo,Outside
31,đến,Outside
31,từ,Outside
31,các,Outside
31,bạn,Outside
31,trẻ,Outside
31,từ,Outside
31,cấp,Outside
31,Trung,Outside
31,học,Outside
31,Phổ,Outside
31,thông,Outside
31,đến,Outside
31,Đại,Outside
31,học,Outside
31,trên,Outside
31,khắp,Outside
31,mọi,Outside
31,miền,Outside
31,đất,Outside
31,nước,Outside
32,Với,Outside
32,chủ,Outside
32,đề,Outside
32,mới,Outside
32,lạ,Outside
32,nhưng,Outside
32,đầy,Outside
32,tính,Outside
32,thời,Outside
32,đại,Outside
32,Toward,Outside
32,a,Outside
32,New,Outside
32,Era,Outside
32,Empowering,Outside
32,Sustainable,Outside
32,Entrepreneurship,Outside
32,",",Outside
32,Startup,Outside
32,Runway,Outside
32,2024,Outside
32,hy,Outside
32,vọng,Outside
32,sẽ,Outside
32,trở,Outside
32,thành,Outside
32,đại,Outside
32,dương,Outside
32,rộng,Outside
32,lớn,Outside
32,để,Outside
32,các,Outside
32,nhà,Outside
32,khởi,Outside
32,nghiệp,Outside
32,trẻ,Outside
32,có,Outside
32,thể,Outside
32,thỏa,Outside
32,sức,Outside
32,vẫy,Outside
32,vùng,Outside
32,",",Outside
32,cho,Outside
32,ra,Outside
32,đời,Outside
32,những,Outside
32,ý,Outside
32,tưởng,Outside
32,kinh,Outside
32,doanh,Outside
32,hữu,Outside
32,ích,Outside
32,cho,Outside
32,xã,Outside
32,hội,Outside
33,Những,Outside
33,vấn,Outside
33,đề,Outside
33,về,Outside
33,môi,Outside
33,trường,Outside
33,",",Outside
33,xã,Outside
33,hội,Outside
33,vẫn,Outside
33,luôn,Outside
33,là,Outside
33,mối,Outside
33,quan,Outside
33,tâm,Outside
33,hàng,Outside
33,đầu,Outside
33,của,Outside
33,nhân,Outside
33,loại,Outside
34,Là,Outside
34,thế,Outside
34,hệ,Outside
34,trẻ,Outside
34,",",Outside
34,chúng,Outside
34,ta,Outside
34,cần,Outside
34,tạo,Outside
34,ra,Outside
34,được,Outside
34,những,Outside
34,mô,Outside
34,hình,Outside
34,nhằm,Outside
34,giải,Outside
34,quyết,Outside
34,bài,Outside
34,toán,Outside
34,cân,Outside
34,bằng,Outside
34,giữa,Outside
34,lợi,Outside
34,nhuận,Outside
34,và,Outside
34,sự,Outside
34,phát,Outside
34,triển,Outside
34,bền,Outside
34,vững,Outside
34,của,Outside
34,xã,Outside
34,hội,Outside
35,Startup,Outside
35,Runway,Outside
35,2024,Outside
35,tin,Outside
35,rằng,Outside
35,",",Outside
35,chủ,Outside
35,đề,Outside
35,này,Outside
35,sẽ,Outside
35,tạo,Outside
35,nên,Outside
35,bàn,BItem
35,đạp,Outside
35,vững,Outside
35,vàng,Outside
35,",",Outside
35,giúp,Outside
35,các,Outside
35,đội,Outside
35,thi,BAction
35,vươn,Outside
35,xa,Outside
35,hơn,Outside
35,trên,Outside
35,con,Outside
35,đường,Outside
35,khởi,Outside
35,nghiệp,Outside
35,của,Outside
35,chính,Outside
35,mình,Outside
36,Các,Outside
36,bạn,Outside
36,đã,Outside
36,sẵn,Outside
36,sàng,Outside
36,để,Outside
36,tạo,Outside
36,nên,Outside
36,những,Outside
36,cơn,Outside
36,sóng,Outside
36,ngầm,Outside
36,mạnh,Outside
36,mẽ,Outside
36,trong,Outside
36,năm,Outside
36,nay,Outside
36,chưa,Outside
36,Hãy,Outside
36,bắt,Outside
36,đầu,Outside
36,hành,Outside
36,trình,Outside
36,của,Outside
36,mình,Outside
36,và,Outside
36,cùng,Outside
36,Startup,Outside
36,Runway,Outside
36,2024,Outside
36,kiến,Outside
36,tạo,Outside
36,nên,Outside
36,một,Outside
36,kỷ,Outside
36,nguyên,Outside
36,bền,Outside
36,vững,Outside
36,nhé,Outside
37,Mọi,Outside
37,thắc,Outside
37,mắc,Outside
37,xin,Outside
37,vui,Outside
37,lòng,Outside
37,liên,Outside
37,hệ,Outside
38,Số,Outside
38,điện,BItem
38,thoại,IItem
38,0932947161,Outside
38,Đàm,BPerson
38,Trung,IPerson
38,Việt,IPerson
39,0961907152,Outside
39,Hồ,BPerson
39,Phan,IPerson
39,Anh,IPerson
39,Thư,IPerson
40,Email,Outside
40,Fanpage,Outside
40,Startup,Outside
40,Runway,Outside
40,DUE,Outside
41,Group,Outside
41,Cộng,Outside
41,Đồng,Outside
41,Kết,Outside
41,Nối,Outside
41,Ý,Outside
41,Tưởng,Outside
41,Khởi,Outside
41,Nghiệp,Outside
42,Địa,Outside
42,chỉ,Outside
42,Văn,Outside
42,phòng,Outside
42,Đoàn,Outside
42,Thanh,Outside
42,niên,Outside
42,Hội,Outside
42,Sinh,Outside
42,viên,Outside
42,Phòng,Outside
42,A101,Outside
42,",",Outside
42,Trường,Outside
42,Đại,Outside
42,học,Outside
42,Kinh,Outside
42,tế,Outside
42,ĐHĐN,Outside
43,Startup,Outside
43,runway2024,Outside
43,startuprunway,Outside
43,DUE,Outside
43,Toward,Outside
43,a,Outside
43,New,Outside
43,Era,Outside
43,Empowering,Outside
43,Sustainable,Outside
43,Entrepreneurship,Outside
44,Có,Outside
44,ai,Outside
44,từng,Outside
44,bị,Outside
44,xa,Outside
44,lánh,Outside
44,vì,Outside
44,thái,Outside
44,độ,Outside
44,chưa,Outside
45,Bị,Outside
45,lơ,Outside
45,khi,Outside
45,hỏi,Outside
45,chuyện,Outside
45,bạn,Outside
45,bè,Outside
46,Bị,Outside
46,á,Outside
46,khẩu,Outside
46,vì,Outside
46,người,Outside
46,khác,Outside
46,xen,Outside
46,ngang,Outside
46,",",Outside
46,cắt,Outside
46,lời,Outside
47,Bị,Outside
47,xem,Outside
47,như,Outside
47,vô,Outside
47,hình,Outside
47,trong,Outside
47,lớp,Outside
48,Mình,Outside
48,biết,Outside
48,mình,Outside
48,bị,Outside
48,ghét,Outside
49,Ghét,Outside
49,vì,Outside
49,thái,Outside
49,độ,Outside
49,vô,Outside
49,tâm,Outside
49,",",Outside
49,vô,Outside
49,cảm,Outside
50,Giờ,Outside
50,đến,Outside
50,cả,Outside
50,những,Outside
50,gì,Outside
50,mình,Outside
50,nói,Outside
50,họ,Outside
50,cũng,Outside
50,không,Outside
50,tin,Outside
51,Đến,Outside
51,cả,Outside
51,những,Outside
51,bài,Outside
51,đăng,Outside
51,trên,Outside
51,confession,Outside
51,về,Outside
51,lớp,Outside
51,48k,Outside
51,lại,Outside
51,nghĩ,Outside
51,là,Outside
51,mình,Outside
51,viết,Outside
52,Mình,Outside
52,biết,Outside
52,lớp,Outside
52,chỉ,Outside
52,mong,Outside
52,bình,Outside
52,an,Outside
52,",",Outside
52,vui,Outside
52,tươi,Outside
52,nên,Outside
52,tránh,Outside
52,mình,Outside
52,ra,Outside
53,Thừa,Outside
53,nhận,Outside
53,là,Outside
53,mình,Outside
53,đã,Outside
53,sai,Outside
53,vì,Outside
53,năm,Outside
53,đầu,Outside
53,ham,Outside
53,làm,Outside
53,thêm,Outside
53,nên,Outside
53,đùn,Outside
53,đẩy,Outside
53,",",Outside
53,chậm,Outside
53,trễ,Outside
53,nhận,Outside
53,là,Outside
53,mình,Outside
53,đã,Outside
53,sai,Outside
53,vì,Outside
53,năm,Outside
53,đầu,Outside
53,ham,Outside
53,làm,Outside
53,thêm,Outside
53,nên,Outside
53,đùn,Outside
53,đẩy,Outside
53,",",Outside
53,chậm,Outside
53,trễ,Outside
53,trong,Outside
53,làm,Outside
53,nhóm,Outside
53,và,Outside
53,chủ,Outside
53,quan,Outside
53,không,Outside
53,kiểm,Outside
53,tra,Outside
53,mà,Outside
53,đăng,BAction
53,ký,IAction
53,trùng,Outside
53,đề,BItem
53,tài,Outside
53,nhóm,Outside
53,khác,Outside
53,.,Outside
53,.,Outside
54,Là,Outside
54,leader,Outside
54,mà,Outside
54,kéo,Outside
54,điểm,Outside
54,cả,Outside
54,nhóm,Outside
54,xuống,Outside
55,Nhưng,Outside
55,giờ,Outside
55,mình,Outside
55,chỉ,Outside
55,muốn,Outside
55,học,Outside
55,để,Outside
55,tốt,Outside
55,nghiệp,Outside
55,thôi,Outside
56,Mình,Outside
56,không,Outside
56,có,Outside
56,thái,Outside
56,độ,Outside
56,gì,Outside
56,nữa,Outside
56,hết,Outside
56,",",Outside
56,đặc,Outside
56,biệt,Outside
56,là,Outside
56,không,Outside
56,dám,Outside
56,cười,Outside
56,hay,Outside
56,nói,Outside
56,gì,Outside
56,trong,Outside
56,lớp,Outside
56,luôn,Outside
56,",",Outside
56,chỉ,Outside
56,cúi,Outside
56,gằm,Outside
56,ôm,Outside
56,điện,BItem
56,thoại,IItem
56,.,Outside
56,.,Outside
57,Nhưng,Outside
57,vẫn,Outside
57,bị,Outside
57,nghĩ,Outside
57,xấu,Outside
57,vì,Outside
57,mấy,Outside
57,cái,Outside
57,tin,Outside
57,trên,Outside
57,confession,Outside
58,Đã,Outside
58,không,Outside
58,có,Outside
58,kết,Outside
58,quả,Outside
58,mình,Outside
58,còn,Outside
58,bực,Outside
58,bội,Outside
58,",",Outside
58,để,Outside
58,bụng,Outside
58,làm,Outside
58,gì,Outside
59,Lớp,Outside
59,cứ,Outside
59,bình,Outside
59,an,Outside
59,",",Outside
59,tươi,Outside
59,cười,Outside
59,không,Outside
59,có,Outside
59,mình,Outside
59,cũng,Outside
59,cứ,Outside
59,bình,Outside
59,an,Outside
59,",",Outside
59,tươi,Outside
59,cười,Outside
59,không,Outside
59,có,Outside
59,mình,Outside
59,cũng,Outside
59,được,Outside
60,Thân,Outside
60,ái,Outside
61,Mong,Outside
61,là,Outside
61,nếu,Outside
61,có,Outside
61,gặp,Outside
61,lại,Outside
61,",",Outside
61,mình,Outside
61,có,Outside
61,thể,Outside
61,thoải,Outside
61,mái,Outside
61,mà,Outside
61,cười,Outside
61,vì,Outside
61,đã,Outside
61,nỗ,Outside
61,lực,Outside
61,nhiều,Outside
61,rồi,Outside
61,.,Outside
62,Góc,Outside
62,giải,Outside
62,đáp,Outside
62,thắc,Outside
62,mắc,Outside
62,và,Outside
62,tìm,Outside
62,thông,Outside
62,tin,Outside
63,Sắp,Outside
63,đến,Outside
63,8,Outside
63,3,Outside
63,rồi,Outside
63,mà,Outside
63,chưa,Outside
63,biết,Outside
63,tặng,BAction
63,người,Outside
63,yêu,Outside
63,món,Outside
63,quà,Outside
63,gì,Outside
64,Các,Outside
64,bạn,Outside
64,giúp,Outside
64,mình,Outside
64,với,Outside
64,.,Outside
65,Vẫn,Outside
65,là,Outside
65,Mark,BPerson
65,sau,Outside
65,khi,Outside
65,sửa,Outside
65,lỗi,Outside
65,xong,Outside
66,Đa,Outside
66,tạ,Outside
66,anh,Outside
66,Mark,BPerson
66,chưa,Outside
66,cho,Outside
66,em,Outside
66,bay,Outside
66,page,Outside
66,",",Outside
66,em,Outside
66,xin,Outside
66,gửi,Outside
66,tặng,BAction
66,anh,Outside
66,tất,Outside
66,cả,Outside
66,đống,Outside
66,deadline,BCurriculum-Components
66,này,Outside
66,.,Outside
67,Cứ,Outside
67,tưởng,Outside
67,mất,Outside
67,cái,Outside
67,nick,Outside
67,rồi,Outside
67,không,Outside
67,được,Outside
68,Đây,Outside
68,là,Outside
68,tôi,Outside
68,sau,Outside
68,khi,Outside
68,vừa,Outside
68,học,Outside
68,",",Outside
68,vừa,Outside
68,chạy,Outside
68,deadline,BCurriculum-Components
68,",",Outside
68,vừa,Outside
68,ăn,Outside
68,",",Outside
68,vừa,Outside
68,ngủ,Outside
68,.,Outside
69,Xin,Outside
69,chào,Outside
69,mọi,Outside
69,người,Outside
70,Qua,Outside
70,đây,Outside
70,tôi,Outside
70,sẽ,Outside
70,kể,Outside
70,cho,Outside
70,mọi,Outside
70,người,Outside
70,nghe,Outside
70,về,Outside
70,câu,Outside
70,chuyện,Outside
70,đi,Outside
70,làm,Outside
70,đầu,Outside
70,năm,Outside
70,của,Outside
70,tôi,Outside
71,Vào,Outside
71,tháng,Outside
71,6,Outside
71,",",Outside
71,tôi,Outside
71,đã,Outside
71,ứng,Outside
71,tuyển,Outside
71,vào,Outside
71,một,Outside
71,trung,Outside
71,tâm,Outside
71,dạy,Outside
71,toán,Outside
71,tư,Outside
71,duy,Outside
71,cho,Outside
71,lớp,Outside
71,tiền,Outside
71,tiểu,Outside
71,học,Outside
71,và,Outside
71,nhận,Outside
71,được,Outside
71,lịch,Outside
71,phỏng,BAction
71,vấn,IAction
71,vào,Outside
71,ngày,Outside
71,thứ,Outside
71,7,Outside
71,7,Outside
71,phải,Outside
71,chuẩn,Outside
71,bị,Outside
71,hồ,BItem
71,sơ,IItem
71,xin,IItem
71,việc,IItem
71,và,Outside
71,thẻ,BItem
71,hồ,BItem
71,sơ,IItem
71,xin,IItem
71,việc,IItem
71,và,Outside
71,thẻ,BItem
71,sinh,IItem
71,viên,IItem
72,Tới,Outside
72,buổi,Outside
72,phỏng,BAction
72,vấn,IAction
72,",",Outside
72,tôi,Outside
72,được,Outside
72,biết,Outside
72,là,Outside
72,ca,Outside
72,làm,Outside
72,việc,Outside
72,bắt,Outside
72,đầu,Outside
72,lúc,Outside
72,4,Outside
72,giờ,Outside
72,giờ,Outside
72,15,Outside
72,phút,Outside
72,hằng,Outside
72,ngày,Outside
72,",",Outside
72,và,Outside
72,thứ,Outside
72,6,Outside
72,có,Outside
72,thêm,Outside
72,1,Outside
72,ca,Outside
72,từ,Outside
72,2,Outside
72,giờ,Outside
72,15,Outside
72,phút,Outside
72,",",Outside
72,thứ,Outside
72,7,Outside
72,",",Outside
72,chủ,Outside
72,nhật,Outside
72,có,Outside
72,thêm,Outside
72,1,Outside
72,ca,Outside
72,sáng,Outside
72,từ,Outside
72,9,Outside
72,giờ,Outside
72,đến,Outside
72,11,Outside
72,giờ,Outside
72,ca,Outside
72,sáng,Outside
72,từ,Outside
72,9,Outside
72,giờ,Outside
72,đến,Outside
72,11,Outside
72,11,Outside
72,giờ,Outside
73,Mức,Outside
73,lương,Outside
73,thử,Outside
73,việc,Outside
73,là,Outside
73,25,Outside
73,nghìn,Outside
73,đồng,Outside
73,giờ,Outside
73,",",Outside
73,chính,Outside
73,thức,Outside
73,là,Outside
73,30,Outside
73,nghìn,Outside
73,đồng,Outside
73,giờ,Outside
74,Xin,Outside
74,nghỉ,Outside
74,báo,Outside
74,trước,Outside
74,1,Outside
74,tuần,Outside
74,",",Outside
74,nghỉ,Outside
74,luôn,Outside
74,phải,Outside
74,báo,Outside
74,trước,Outside
74,3,Outside
74,tuần,Outside
75,Chị,Outside
75,ấy,Outside
75,hỏi,Outside
75,tôi,Outside
75,thấy,Outside
75,mức,Outside
75,lương,Outside
75,này,Outside
75,như,Outside
75,thế,Outside
75,nào,Outside
75,trước,Outside
75,đây,Outside
75,tôi,Outside
75,thường,Outside
75,dạy,Outside
75,1,Outside
75,1,Outside
75,với,Outside
75,mức,Outside
75,lương,Outside
75,80,Outside
75,80,Outside
75,nghìn,Outside
75,đồng,Outside
75,1,Outside
75,giờ,Outside
75,",",Outside
75,còn,Outside
75,ở,Outside
75,các,Outside
75,trung,Outside
75,tâm,Outside
75,khác,Outside
75,thì,Outside
75,khoảng,Outside
75,50,Outside
75,nghìn,Outside
75,đồng,Outside
75,giờ,Outside
76,Tôi,Outside
76,cũng,Outside
76,thấy,Outside
76,hơi,Outside
76,buồn,Outside
76,nhưng,Outside
76,thôi,Outside
76,vì,Outside
76,đang,Outside
76,rảnh,Outside
76,và,Outside
76,tôi,Outside
76,cũng,Outside
76,không,Outside
76,quan,Outside
76,trọng,Outside
76,tiền,Outside
76,nong,Outside
77,Chị,Outside
77,chủ,Outside
77,sẽ,Outside
77,phụ,Outside
77,làm,Outside
77,thêm,Outside
77,việc,Outside
77,dọn,Outside
77,dẹp,Outside
77,lớp,Outside
77,học,Outside
77,chứ,Outside
77,không,Outside
77,bắt,Outside
77,tôi,Outside
77,làm,Outside
78,Công,Outside
78,việc,Outside
78,của,Outside
78,tôi,Outside
78,kết,Outside
78,thúc,Outside
78,lúc,Outside
78,4,Outside
78,giờ,Outside
