Post_ID,Comment,Icon,Comment_ID,Label
6,tin chuẩn chưa để đi đồn,,127,Postive
6,không chuẩn sao mà được,,128,Postive
7,cố lên bạn,,129,Postive
7,Ừm,,130,Neutral
7,là sao,,131,Neutral
7,hong hiểu,,132,Negative
7,là z đó,,133,Neutral
8,quá hạn nộp thì ko nộp để pass đc nữa bạn,,134,Neutral
8,nếu bằng đó đủ đk đầu ra thì ko cần nộp lại đâu,,135,Neutral
8,có cơ hội thì chúng ta có thể gặp nhau ở trung tâm ngoại ngữ big step nha,,136,Neutral
8,tham khảo thử bên tphub á bé,,137,Neutral
8,mình cx ko rõ mà theo mình nghĩ là có,,138,Neutral
8,không học quá tổng số tín tối thiểu phải học là được,,139,Neutral
8,ko bị nha chỉ tính học phần bị điểm f thôi á,,140,Neutral
8,theo mình biết thì mình nộp ít tiền hp hơn chứ ko phải nhận tiền á,,141,Neutral
8,nha tuần này mới học là có nhóm zalo nào học mấy h thầy thông báo,=),142,Neutral
8,ai có ib em với ạ,,143,Neutral
8,xét từ trên xuống dưới theo thứ tự xuất sắc giỏi khá ai gpa cao hơn thì đc ưu tiên hơn trong cùng mức hb á,,144,Neutral
8,theo mình biết thì hè hiếm khi có lớp plđc lắm bạn có thể đăng kí học cải thiện môn này ở học kì i ii cx đc á,,145,Neutral
8,cho em hỏi phòng ctsv làm việc với sinh viên ngày thứ mấy ạ,,146,Neutral
8,các bạn cho mình xin review thi toeic online trên máy tại trường zới đc hum aạa,,147,Neutral
8,dạ cho em hỏi ạ em có bằng pass tiếng anh mà đã vô học được vài buổi rồi thế có nộp để pass được không ạ em cảm ơn ạ,,148,Neutral
8,em sinh viên năm đã nộp pass học phần ta vào năm thì có cần nộp lại chứng chỉ ta để pass đầu ra trường không ạ,,149,Neutral
8,chào các ac ạ em là và hiện tại em muốn bắt đầu học ielts kiến thức nền của em cũng tạm ổn các ac có thể giới thiệu cho em thầy cô nào dạy chất lượng online hoặc offline hay trung tâm nào ok không ạ,,150,Neutral
8,dạ mọi người ơi cho e hỏi học cải thiện có bị hạ bằng không ạ,,151,Neutral
8,dạ mn cho em hỏi mình thuộc diện được giảm học phí có người nhà bị tnlđ chứ không phải hộ nghèo hộ cận nghèo mồ côi thì mình sẽ được nhận tiền theo mỗi kỳ đúng không ạ mình có cần nộp lại các giấy tờ liên quan nào không ạ em cảm ơn ạ,,152,Neutral
8,thấy dự án shopee apprentice program vietnam nên apply thử nhưng mà cái tên trường mình ko tìm thấy trong list của shopee ai thử đk rồi thì cho hỏi cách chọn với hắn còn ko cho đánh tên mà phải chọn trong list,,153,Neutral
8,cho mình xin bạn tóc xanh mullet quân sự lớp đại đội vứi aạa nhìn bạn ngầu vai dan,,154,Postive
8,mình là đang học thực hành quân sự đợt mình nhờ cfs và mọi người giúp mình tìm infor bạn nữ chân ngắn hát bài vành khuyên nhỏ vào tối giao luu văn nghệ của đại đội với ạ mình nể cột hơi của bạn cực rap nghe cute hết sức,,155,Postive
8,chào mọi người mình là vừa học xong quân sự phần thực hành qua tuần đi học mình ấn tượng rằng due có nhiều bạn nữ xinh thật nhưng gây ấn tượng nhất cho mình có lẽ là bạn nữ bí ẩn diện bộ đồ đen hát rap bài vành khuyên nhỏ vào buổi tối giao lưu văn nghệ của đại đội thấy bạn có vẻ ngại ngại mà lên nhạc là bạn nhún nhảy nhìn cute lắm hát xong bài là bạn với các bạn khác kéo nhau đi mất để lại mình còn ngẩn ngơ đến bước đường cùng mình lên đây nhờ cfs và mọi người giúp mình tìm infor của bạn ấy nếu may mắn cfs của mình được đăng lên và bạn thấy cfs thì hãy thả phẫn nộ nhé,,156,Postive
8,mình cần tìm infor bạn nam ở đại đội hoặc vừa học xong phần thực hành quân sự của đây hôm trước mình đi xuống cầu thang gặp bạn đang hát bài trái đất ôm mặt trời thì mình có ham vui hát chêm vào mà bạn cũng để cho mình hát chung lun mình cực kì ấn tượng với giọng hát của bạn và tha thiết muốn tìm infor của bạn,,157,Postive
8,cho em hỏi có anh chị nào theo ngành digital marketing ko ạ em muốn hỏi kỳ sẽ có bao nhiêu tín chỉ ạ chương trình ta của ngành đó có khó không và sẵn đây cho em hỏi anh chị trường cótor chức thi đgnl không ạ và thời gian thi diễn ra khi nào và ở đâu ạ em vẫn ở đây để chờ câu trl của anh chị em xin cả ơn nhiều ạ,,158,Neutral
8,có bạn nào học lớp cầu lông không cho mình hỏi là mấy giờ vào học zị đầu kì giờ thầy cho nghỉ miết giờ không biết học mấy giờ,,159,Negative
8,em muốn tìm tài liệu luật kinh doanh các văn bản luật lịch sử đảng,,160,Neutral
8,ac nào cho e xin tí rv về ngành kinh tế với ạ chuyên ngành nào cx đc ạa,,161,Neutral
8,chào các ac ạ em hiện tại đang bắt đầu chập chững công tác viết cv và lấy nhiều chứng chỉ các thứ em đang muốn tìm người thầy hoặc người dẫn dắt để giúp em trong quá trình làm cv các thứ ạ ac nào có kinh nghiệm có thể giới thiệu giúp em được không ạ,,162,Neutral
8,cho em hỏi là học bổng kkht của trường mình xét như nào vậy ạ tại em đọc trong danh sách học bổng kkht năm ngoái thấy nhiều loại học bổng khác nhau em cảm ơn nhiều,,163,Neutral
8,anhchị đi trước cho em hỏi em muốn học cải thiện môn pháp luật đại cương thì kỳ hè tới em đăng kí nhưng mà lỡ như lớp không đủ sinh viên bị trường hủy lớp mà em lại không thể tìm đủ nhiều các bạn sinh viên muốn học cải thiện giống em thì em phải làm sao ạ,,164,Neutral
9,làm éo có ny để tặng,,165,Negative
9,hề ghê bây,,166,Postive
9,ế bền vững nó thế,,167,Negative
9,đừng chọc bạn,,168,Negative
9,m nữa m cũng đâu có quà chi,,169,Negative
9,kiếm ny đi ròi mua giùm e,,170,Neutral
9,kiếm hộ anh cái,,171,Negative
9,em kiếm roài anh mua cho em chục bó he,,172,Postive
9,kiếm được rồi nói chuyện,,173,Negative
9,hãy đợi đấy,:),174,Postive
9,anh đang lót dép ngồi hóng,,175,Neutral
9,đợi đấy em xách ny qua cho anh bó hoa,,176,Neutral
9,tặng em đỡ cũng được,,177,Postive
9,chê ạ,,178,Negative
9,anh em ruột rà cũng chỉ đến thế,,179,Negative
9,nghèo em,,180,Negative
9,sốp có nhận ghép bàn cho ai đi mụt mình khum ạ,,181,Neutral
9,nói ny dẫn qua quán ăn lễ nè,,182,Postive
9,mấy tình iu ơi mua hoa đi nahhh mua hoa tặng ngy nahhhh,,183,Postive
9,mua ủng hộ anh cho ty nồng cháy kìa,,184,Postive
9,quá trời rồi,,185,Negative
9,hộp xịn d shop,,186,Postive
9,hộp này tặng ngiu siu hợp luôn sốp,,187,Postive
9,giàu chứ không khá nổi shop,,188,Neutral
9,có đâu đủ miếng cơm manh áo qua ngày thôi,:(,189,Negative
9,ai biểu có ny chi chia tay đi,:),190,Negative
9,bước phát người yêu i,,191,Neutral
9,hic có anh đây rồi em mua tặng anh đi,,192,Postive
9,rao bán mọi mặt trận,,193,Neutral
9,ren chưa thấy tặng em z anh,,194,Negative
9,hic chắc anh thiếu mất nhiều quá ấy mà,:),195,Negative
9,anhhh anh quên em hỏ,,196,Negative
9,ghê v sao,,197,Negative
9,mua hoa chị ơi,,198,Neutral
9,anh k mua tặng chị thì thôi chứ anh lại kêu chị mua hoa,,199,Negative
9,lẹ z em,,200,Postive
9,chài ai nó xink xiũuu,,201,Postive
9,dưỡng thê vậy chòi nguyễn lê nhật huyền,,202,Postive
9,chị ni là ai v toi kh quen,,203,Negative
9,số hóa quào ad ni tranh thủ quá,,204,Postive
9,mua tặng người iu đi,,205,Postive
9,ok,,206,Postive
9,phải nói là siu xinhh,,207,Postive
9,kh có ny thì sao ạ,,208,Neutral
9,e nguyện làm người phụ nữ của a,,209,Postive
9,saler ni năng suất đếy,,210,Postive
9,ơ kìa hoa đây chứ đâuu,,211,Postive
9,hàng trực tuyến shopee việt nam,,212,Neutral
9,ok chị,,213,Postive
9,oke,,214,Neutral
9,mún mua người bán đc khum,,215,Neutral
9,đã chuẩn bị sẵn quà hehe,,216,Postive
9,sang trọng tặng mẹ dì nè,,217,Postive
9,tôi đã khóc khi ad nhắc đến ngày,,218,Negative
9,sao lên đh m lại như này ròi,,219,Negative
9,mua ủng hộ đi ạ,,220,Neutral
9,xinh quá set đó bn vậy shop,,221,Postive
9,mình nhaaa,,222,Postive
9,tặng mẹ trước đi,,223,Neutral
9,lớn rồi đó,,224,Neutral
9,võ ý thơ bạn thấy tu nói đúng không,,225,Neutral
9,giải cứu kìa,,226,Neutral
9,đẹp giá cả phải chăng,,227,Postive
9,thích party khong anh làm cho,,228,Neutral
9,coóooooooo,,229,Postive
9,để anh làm party tỏ tình,,230,Postive
9,okeeee anh,,231,Postive
9,elm chờ anhhhh đó gửi quà hanoi cho em đi,,232,Postive
9,nếu chưa biết mua gì thì mua dụng cụ học tập của nhà writeera đi nè hứa hẹn là một món quà tặng fean độc đáo nhưng cũng không kém phần thực tế lẫn kinh tế quá phù hợp cho sinh viên không chỉ là một món quà mà còn là lời hứa hẹn tương lai cho những người muốn xây dựng một gia đình tiên tiến kiểu mẫu hạnh phúc tri thức,,233,Neutral
9,nè he quá trời rồi nghe gái kkkk,,234,Postive
9,tận dụng hoi,:),235,Postive
9,chỉ từ cho bó bông,,236,Neutral
9,mua đi t,,237,Neutral
9,tặng em cái kẹp nà cái kẹp nà,,238,Postive
9,hong ai tặng em tự tặng mình,=),239,Postive
9,em mua ở đâu áa,,240,Neutral
9,tạp hóa bé coming,,241,Neutral
9,bà ib tui đii,,242,Neutral
9,cả nhà inbox heaven cake đặt set quà đii,,243,Neutral
9,ở đây có bông hoa đủ loại cho các anh tặng mẹ bạn ngiu nhaaa trần thị hiền,,244,Neutral
9,xin mời bạn iu ghé quầy lựa thuộc clb cres nhe đảm bảo ngừ iu mê,,245,Neutral
9,ngũ hành sơn quà đang sale đó ạ,,246,Neutral
9,hoa xinh nha mấy bà bà ni bán hoa đẹp mà rẻ lắm,,247,Neutral
9,nè em khỏi củm ơn,,248,Neutral
9,quá tuyệt babii,,249,Postive
9,siêu phẩm quà tặng,,250,Neutral
9,chấm,,251,Neutral
9,mua điii,,252,Neutral
9,vào tt cmt cho sốp nào,,253,Neutral
9,tui nhận được hàng gùi xinh lắm nhiee,,254,Postive
9,mình có mẫu hoa kẽm nhung hoa giấy handmade hoa nhũ nhiều mẫu đa dạng chỉ từ bạn nào cần thì ib mình nha cảm ơn các b,,255,Neutral
9,hông ấy chủ shop giả đò thích mình tặng mình cái đi,,256,Postive
9,ui tớ thẳng cậu ơi c chơi mình đi,,257,Postive
9,xem thêm bình luận,,258,Neutral
9,khum có ny nhưng có cả đàn em nè anh,,259,Postive
9,dắt ny ra ăn bạn có ưu đãi nhé bạn,,260,Postive
9,ra sốp phát ny luôn nhé,,261,Postive
9,mua quà tặng cho bạn gái liền nha các bạn trai ơii,,262,Postive
9,mà tặng văn phòng phẩm là thành cặp đôi học bổng đoáaa ghé nhà chuối lựa quà thôi ạ,,263,Postive
9,ghé shop mua body mist đi aạa,,264,Postive
9,mua gấp mua lẹ,,265,Neutral
9,ui t hong có ny nơi đang fa,=),266,Postive
9,có ở đn hong ib tui ship trong ngày rốp rẻn rốp rẻn,,267,Neutral
9,mua buộc tóc đi buộc cuộc tình chúng mình,,268,Postive
9,tinh tế kinh tế thực tế,,269,Neutral
9,set vừa hoa vừa body mist giá yêu thương chỉ là một món quà tuyệt vời nhất gồi ạ,,270,Postive
9,quẹo lựa vòng xốp tui nek xốp đang có chương trình sale với mọi sản phẩm luôn ạk,,271,Postive
9,vào trang shop để mua tặng ngừ eo bà mẹ nào,,272,Postive
10,này có để bản gốc cũng hiểu ngang,=),273,Postive
11,anh chờ ê,,274,Postive
11,vát bôn,,275,Neutral
11,chê nha,,276,Negative
11,ch xg dl,=),277,Negative
12,dô được ròi omg,,278,Postive
12,hết hồn,,279,Negative
12,rén liền,,280,Negative
12,you làm tui hú hồn,,281,Negative
12,tưởng mình toi bị,,282,Negative
12,có cái để lướt r,,283,Postive
12,bận lướt tiktok,,284,Neutral
12,haha,,285,Postive
12,thanh niên ngây thơ,,286,Negative
12,trôn,,287,Negative
12,trôn việt nam,,288,Negative
12,tưởng bị leak tn,,289,Negative
12,hú hồn,,290,Negative
12,mé tưởng bị hack nick cơ,:),291,Negative
12,hú hồn hỉ,,292,Negative
12,tưởng cả nhà bị hack lần ngọc oanh hâhhaa,,293,Postive
13,thấy mà yêu đời ghê,,294,Postive
13,nãy ai bị out face ko nhỉ,,295,Neutral
13,thô nhưng thật,,296,Negative
13,thiệt không êm,,297,Neutral
13,tàn hơn này nữa,,298,Negative
14,hiền quá vậy bạn cãi lộn tay đôi luôn chớ chi mô mà cần đòi nợ thuê nói mình,:),299,Negative
14,bạn tui bữa ni chuyển nghề học kinh tế ra chỉ để đòi nợ thuê,,300,Negative
14,chưa đọc hết nhma bcuoi vl văn chương lũng đoạn lũng đoạn chỉ hành động chi phối thao túng giành quyền kiểm soát còn văn chương thì phải lủng củng nhé ạ,=),301,Negative
14,đang tính cmt giống bạn mà lướt thì thấy r,,302,Neutral
14,thích hợp cho kim hà apply,,303,Neutral
14,dẹp luôn cái tt,,304,Negative
14,phốt chỗ đó đi bạn chứ để vậy họ không biết sợ đâu với lại tiền công ngày lận mà họ cũng đâu quy định từ đầu là làm dưới mấy ngày là không được nhận lương đâu,,305,Negative
15,năm cũng muốn đi lại,,306,Neutral
15,đi để thư giãn sau những ngày học tập mệt mỏi,,307,Neutral
15,và để thoải mái bản thân,,308,Postive
15,đi qsu sau chiều là thấy zui liền,,309,Postive
15,skip từ sáng tới chìu là qsu bao vui,,310,Postive
15,đến chiều để gặp a quang anh,=),311,Postive
15,nói chi làm t lụy thêm lên để gặp thực dân pháp nx,=),312,Postive
15,muốn bắt grap vô học lại ghê,,313,Postive
15,tui hiểu mòo,,314,Neutral
15,phải là bắt xe đi về à,,315,Neutral
15,giờ mình bắt xe đi vô lại i,,316,Neutral
15,đi quân sự được tuần may mà còn có cái event cứu vớt lại huhu,,317,Negative
15,ai nói đi chơi vậy nói nhỏ chứ thầy nghe,:),319,Neutral
15,toi cũng muốn đi laịiii,,320,Neutral
15,ra trường cũng muốn đi laịiiiiii,,321,Neutral
15,lụy qsu quá quỳnh phạm,,322,Neutral
15,lụy qsu quaa,,323,Neutral
15,ước năm rồi,,324,Neutral
15,đi quân sự mà không khác gì đi nghỉ dưỡng đinh đinh analy ân nguyễn,,325,Postive
15,thiệt ê mún đi n lần,,326,Postive
15,chắc chắn là chị rồi,,327,Neutral
15,ủa kh phải,,328,Neutral
15,giống quá z,,329,Neutral
15,m viết phải k,,330,Neutral
15,có đứa nghĩ giống mình nè,,331,Neutral
15,ko mấy mình lập hội đi lại đi chị nhìn ham quá rồi,,332,Neutral
15,chắc chị viết rùi,,333,Neutral
15,nhường slot học ạ,,334,Neutral
15,vui mò,,335,Postive
15,học giùm luôm đi,,336,Neutral
15,cho học cùng các bạn tiếp thì học,,337,Neutral
15,nín dùm,,338,Negative
15,thích rk chê j nữa,,339,Postive
15,thích chỗ nào,,340,Neutral
15,bị thu dt pùn quá bai túi quýnh ma sói nhớ rủ,,341,Negative
15,ta là dân làng thiệt mà,,342,Neutral
15,nỏ ai tin đêm đầu bị tiễn đi r,,343,Negative
15,biết lụy òi méc chi ghi cfs z,,344,Negative
15,ghi cho ngừi ta biết mình cũng mún đi qsu lại,,345,Neutral
15,thôi xin người cho toai dìa điiii,,346,Negative
15,tận hưởng đi chứ,,347,Postive
15,xin thầy bộ bài,,348,Neutral
15,thuii thuii hông dám,,349,Negative
15,zui,,350,Postive
15,m viết đúng k,,351,Neutral
15,xin nhỉ,,352,Neutral
15,quá khứ tươi đẹp của chúng ta,,353,Postive
15,nghe nói a anh thư cũng lụy quân sự mà buổi tối thôi đúng ko,,354,Neutral
15,ý là cũng zui nhma đi ngủ hơi rén,,355,Postive
15,cho có kỉ niệm,,356,Neutral
15,thật ko z,:),357,Neutral
15,ai trả tiền cho ổng khen z,,358,Negative
15,thấy chx có người cx giống vs t nè,,359,Neutral
15,mđ bay viết bài pk,,360,Neutral
15,ee hè ni đi chuyến nữa được khum,,361,Neutral
15,có vậy k,,362,Neutral
15,tui đâu đi quân sự tui đi quảng nam nghỉ dưỡng mà ͡ ͜ʖ ͡,,363,Postive
15,thấy chưa nhìu ng cũng mún như t z,,364,Neutral
15,toi cũng muốn mà nghĩ ra nhiều trò báo hơn nữa rồi mà không đc đi lại,,365,Negative
15,hứa đi lại sẽ báo hơn nữa,,366,Neutral
15,để tôi vs chị,,367,Neutral
15,tôi cũm mún quá mệc mõi vs dl r,,368,Negative
15,zô đi tưới nước cho đỡ rảnh,,369,Negative
15,ời chớ ở ko cũm nhàn,,370,Neutral
15,sơ hở là bị bắt,,371,Negative
15,kiểu lắp cam sau lưng hay răn làm chi cũm bit,,372,Negative
15,hóng drama xì khoíi,:),373,Postive
15,bữa chê chê dừ có nhớ không nở,,374,Neutral
15,nộp tiền đi tiếp thoai,,375,Neutral
15,bame bt bame bùn á iêm,,376,Negative
15,chị này có ước khumm,,377,Neutral
15,được đi lại để về ạ,:),378,Neutral
15,mún đi qsu típ,,379,Neutral
15,cảm nhận,,380,Neutral
15,viết bài này k á nguyễn phan thảo phương,,381,Neutral
15,ánh liễu có cách mô để được học lại quan sự k,,382,Neutral
15,cho em vé hồi quá khứ,,383,Negative
15,vui khi ở trong phòng or ik ăn vặt thôi,,384,Neutral
15,chiều mặc cái quần để vô hc ké đó ko biết à,,385,Neutral
16,xong lại đc lên hot search,,386,Neutral
16,r chắc ổng đọc cfs ni hok bíc bà đâu,=),387,Neutral
16,có hay vậy k,,388,Neutral
16,k nha,,389,Neutral
16,e hỏi a hà phước thịnh ni nè e a ni kinh nghiệm,,390,Neutral
16,nghỉ học đi c,,391,Negative
16,nta bảo tình cũ ko rủ cx tới nhưng nay ko hẳn là tình cũ mà nhỉ,,392,Neutral
16,nhớ bữa stalk tới đoạn thả icon tớ sẽ nói những gì về cậu cái nhấn like,,393,Postive
16,thôi duyên đến thì mình cứ tới thôi bạn hèn vứt cái bụp là nó hết hà,:<,394,Negative
16,hay đi stalk và cái kết,=),395,Neutral
16,học rút ra đi stalk thì cầm đt cho chắc tay,,396,Neutral
16,lỡ ấn nhầm thoi mà ngta reply giờ sao cháp gỉl,,397,Negative
16,cẩn thận đó,,398,Negative
16,có đâu mà cẩn thận nè,,399,Neutral
16,tín hiệu dzũ trụ,:3,400,Neutral
16,biết rút kinh nghiệm chưa,,401,Negative
16,rút kịp kh,,402,Neutral
16,thu hồi nma k hiệu quả,,403,Negative
16,thu chi rồi cũng zậy mà,,404,Neutral
16,tốt nhất là người dùng hiện tại k có mặt trên fb,:),405,Neutral
16,máy lag r hạn chế stalk cả quê h nghe e,,406,Negative
16,không có stalk ai lun trời ơi xóa hết rầu,,407,Negative
16,stalk hạn chế run tay nghe b,,408,Negative
16,tui stalk làm chi họ buýt đc,,409,Neutral
16,ghê sư phụ có khác,,410,Postive
16,cứu bạn,,411,Negative
16,hết cíu đc òi kkk,,412,Negative
16,đứa nào khai mau,,413,Negative
16,chắc tui đó bà,,414,Neutral
16,bài học rút ra là k nên mua oppo,,415,Negative
16,stalk ngta đừng run tay nha,:),416,Postive
16,hong dám stalk nựa,,417,Negative
16,đăng lên z lát cha nụi đó dô cho bí quyết đó,=),418,Postive
16,ông toe bà nguyệt lấy dây cột trâu thắt bạn lại dod,,419,Negative
16,vote nghỉ học,,420,Neutral
17,bạn mà qua phòng là ổn rùi vừa ngăn nấp vừa văn minh vừa hòa đồng mà còn sống healthy nữa chứ,,421,Postive
17,phòng này bị thu điện thoại,:),422,Negative
17,còn biết ngủ đúng giờ nữa,,423,Neutral
17,cuộc sống bị thu đth có khác hì,:),424,Negative
17,đưa ý kiến lên liên hợp quốc đi bạn chắc họ sẽ nghe đấy,,425,Neutral
17,dạ,,426,Neutral
17,tưởng thế là ngầu đấy a,,427,Negative
17,bữa ni thâm lắm rồi đó,,428,Negative
17,bạn bỏ đi,,429,Negative
17,đừng có mang cái máy thở đó lên hỉ,,430,Neutral
17,hút ngầu mà ko cho bâi,,431,Neutral
17,người thực thi công lý không thích điều này,,432,Negative
17,chán kinh lun á,,433,Negative
17,mình là người văn minh,,434,Neutral
17,kinh rứa,,435,Negative
