content,emoji,comment,current,href,time,comments_size
['Tưởng mới mở tiệm in là sập group Hi Due Z luôn r\n\nHoá là trôn Việt Nam trôn Việt Nam à'],"['Tất cả, 39', 'Haha, 27', 'Thích, 10', 'Yêu thích, 1', 'Buồn, 1']","['Bạn nào vô đc thả tim cái nha còn ko tim chắc chắn vẫn đang trôn việt nam trôn việt nam r', '2', 'Hương Giang sao bạn thả haha', 'Thành Đạt nút tim bị sập r ạ', 'Cảm giác như hồi nhỏ bị cúp điện ấy nhỉ']",10510,https://www.facebook.com/groups/614770969645645/posts/1101118217677582/?__cft__[0]=AZWTfYBJr57IXO62Oq4dhU5R0Z4OHxK2exbUV-MNQszLfKjFRL42p9_7vTSUQcVVyyjQz50JEDG5b7veLs4scYmM7lCThB228rV0LKBgyApwOSRDe-PJDY3z4NrH9wKKFwT9r7UFCVmNRYQTpZMNGtdNP0cWvJlOc5HBqs5Tfrfa6VSc07OprIRYdmnz_KV8xQ8&__tn__=%2CO%2CP-R,"Thứ Tư, 6 Tháng 3, 2024 lúc 00:14",5
"['[ 49K đi quân sự, lịch học sẽ tăng cường - Vậy làm gì để vượt ải quân sự !!!! ]\nLại là mình, Mentor Mai Hải Đăng đây\nNhư các bạn đã biết kỳ này mình có lịch đi quân sự, do đó lịch học sẽ tăng cường chỉ còn 10-11 tuần. Đồng nghĩa với việc các bạn học dồn nhiều hơn, thậm chí còn có một số bạn phải học 9 tiết 1 ngày hay thậm chí 12 tiết\n! Do đó khối lượng học của các bạn vừa dày vừa áp lực hơn. Vì vậy mình vs vai trò là sinh viên năm 2, mentor Vĩ Mô tại HI DUE Z sẽ chia sẻ cho các bạn món vũ khí ""tối thượng” để các bạn vượt qua khó khăn này nha\n. Mặc dù mình phải làm công việc mentor, chạy deadline, đi thực hành, làm thêm đồng thời vẫn tập thể thao và học bài trên lớp, nhưng mình vẫn có thể cân bằng được thời gian trong ngày. Tất cả là nhờ kỹ thuật quản lý thời gian của Mai Hải Đăng\n, đặc biệt hiệu quả với người lười như mình', '+2']","['Tất cả, 50', 'Thích, 26', 'Yêu thích, 22', 'Thương thương, 1', 'Haha, 1']","['Theo dõi', 'Tgian rảnh thì chỉ muốn ngủ thôi ạ', 'Thenkiu Đăng vì bài viết rất hayyy', 'HidueZ Tiệm In']",11431,https://www.facebook.com/groups/614770969645645/posts/1100935084362562/?__cft__[0]=AZW04nsxQOLtTKsW1pfCHCDmmcm_hYMlcAQ7Ybk61PxZ0Tmn8j-84Fjw_tGVRpEv82i6nj6x_9bG9ROmjEv_0nF1yJVADQfEMTD9FN17beVHfJiP5K6FeKZi9hyEDTaOhmH_Ez7lkvghs6wFleWAulp0trJmCTgZTxXR20UP-6mXmgRonyE8CzaWxzdXmjg8_Qs&__tn__=%2CO%2CP-R,"Thứ Ba, 5 Tháng 3, 2024 lúc 18:14",4
['Khi bạn còn đang nằm trên giường bật quạt hay đơn giản là tận hưởng điều hoà trong lớp học thì hay trân trọng điều đó\nVì nhìn các bạn 49k đang đi quân sự đi kìa'],"['Tất cả, 359', 'Thích, 127', 'Buồn, 122', 'Haha, 96', 'Yêu thích, 12', 'Wow, 1', 'Phẫn nộ, 1']","['Hong Ngan ôn khong', 'Phượng Huỳnh trung đội t dc ngồi dưới gốc cây nha', 'Giải cứu 49 kaaaaa', 'Yen Nhi anh ổn hk', 'Kim Châu đen như trâu', 'Nguyễn Hải Yến meccc', 'Quỳnh Trang anh nhớ em', ':))) khịa mãi thôi, 49K sẽ báo thù', '2', 'Nguyễn Phan Hoài Thương hong co', 'Năm ngoái ngta cx z mà', '4', 'Ám ảnh', 'Min Chiu verry simple', 'Ngồi đâu voạy Lý Mỹ Diệu:))', 'Đạt Lương ngồi sau bé quần xanh thể dục', 'Lý Mỹ Diệu ủa sao giống Mịp z', 'Đạt Lương hắn đó', 'M mô Phạm Phương Thảo', 'Bao Pham khò khò', 'Maca Ronee Nguyễn Nhật Quỳnh Nhi hello', 'Tống Cẩm Quỳnh i’m ok\nI’m fine kìn chá nà ten ten ten', 'Tống Cẩm Quỳnh nắng điên luôn chị ơi', 'Phạm Công Nguyên đi quân sự từ châu Á thành châu Phi', 'Thịnh Đoàn in nguyên cái khẩu trang lên mặt luôn', 'Trần Bích Liên quạt nơi trọ chắc mát lắm', 'Nguyễn Thảo t đang bật nè', 'Nguyễn Khắc Trung e hỏi Ly Na Lê đang chỗ nào á', 'Theo dõi', 'Thành Đạt hỏi chi ông zà', 'Thành Đạt mai vào đánh úp hehe', 'Hội trường đhspkt:))))', 'Phương Bình Nguyễn Thị NhưÝ Đt Tuyết Nhi mát quá trời mát :>>>>', '2', 'Duyen My bình nước cầm theo gần sôi', 'Duyen My thấy Như Ý hôm', 'Nguyễn Thị NhưÝ nhỏ bé quá hông thấy', 'Nguyen Thị Anh Thơ Hoài Thu Lê umm', '2', 'Nguyễn Hà Phương mới 1/12 của chặng đường thôi', 'Nguyễn Hà Phương tối mô cụng phải 1 viên paradol', 'Nguyễn Thị Ngọc Aanh đen x10 chưa', 'Nguyễn Trương Ngọc Huê ng đẹp châu phi', 'Lê Na"" vui lắm""', 'Phương Thy hình ảnh của cậu đầu hè đoá =)))', '2', 'Như Tâm về chưa', 'Lynn NP về rùi', 'Tâm Như ủa 2 bây biết nhau hẻ', 'Vy Ngô dĩ nhiên òi, quen từ l9 cơ, ta gt hắn với mi ớ', 'Yến Nhi gato nhẹ', 'Duongg Nguyen t ko có trong đó ok', 'Chỗ nì nó hôii', '2', 'Hoàng Yến thương', 'Thiên An học hè còn đớn hơn', 'Thảo UyênNg TrinhThảo NguyễnThanh Hậu nhớ ghê', '2', 'Vi Nguyễn mún đi lạiii', 'Học về như cục than luôn =))']",12542,https://www.facebook.com/groups/614770969645645/posts/1100874937701910/?__cft__[0]=AZWJQZ0EKF4It3nlrKBZnXMDu0IvQr0rP_uWs47jRGliAkZagiLmywkkwSchgMBHzwf4y-mdBwc0si-AVEhOGemZbfdQknarB01bYu3f4e9jjmFA63Ql8UPF5i_iQ_Gwn0G0vrL8nl_QinLO6qr50YM-uFFs5Bdw4yeP0ijqx7UZvn0g3oPFY2xvvlY2iFbmYzk&__tn__=%2CO%2CP-R,"Thứ Ba, 5 Tháng 3, 2024 lúc 14:24",53
['[ UP DATE ]\n49k đợt 2 vào lúc này.\nChuẩn bị tiền skincare bao năm trôi theo kỳ quân sự hết '],"['Tất cả, 61', 'Thích, 26', 'Haha, 18', 'Buồn, 17']",['Đã đen á nhầm đã tới nơi'],13438,https://www.facebook.com/groups/614770969645645/posts/1100340191088718/?__cft__[0]=AZUG3qylqzEnOxTAd3FldsxauKOVIonHHVEI2En5ie9lrtJ-H_0673KQ_am7iTozkkLp4z4cGKdjdRMaqqyvdD8Nt9ttZZKaNAzYd1fA9QCmNzOlSYYwwWeH5nroCD5rDQ9-gZ2h9ZIA2_LPQXI7ooVGr89mvnOZYJ5e-xSd3DUz9gpKWSoUUsQpYLQ8a75_hzI&__tn__=%2CO%2CP-R,"Thứ Hai, 4 Tháng 3, 2024 lúc 14:36",1
['Cảm ơn các bạn dù mới mở tiệm đc vài tiếng đã tấp nập đơn onl và trực tiếp \nTiệm sẽ cố gắng hết sức để phục vụ mn '],"['Tất cả, 34', 'Thích, 18', 'Yêu thích, 16']","['https://zalo.me/g/oxlflh062', 'Tham gia group tiệm nhaaa']",14681,https://www.facebook.com/groups/614770969645645/posts/1100254067763997/?__cft__[0]=AZXARqtBheHIu7TOojIkZT4oGc1SNkU3t9AEEq1W4lvbS4C9FOkT-2xbXmCevGQz7jzSkgiz1JwiV_mQGNmncNxrlsH312W5H_q3NNGDOzAyn7JHkSK8CNN0A1WWG5BvUnxbH5IGfCJ31t3IbKmzrym9151ufxogfLGRWXxUJ9mzxv9CjxttnWrPWTCv0eR5P90&__tn__=%2CO%2CP-R,"Thứ Hai, 4 Tháng 3, 2024 lúc 10:09",2
['Biết ông Chúng không\nChúng gì ?\nChúng mình sẽ khai trương vào thứ 2 ngày mai nhá \nLink group zalo tiệm mình ở đây cần gì ib nha:\nhttps://zalo.me/g/oxlflh062'],"['Tất cả, 31', 'Yêu thích, 24', 'Thích, 7']","['Phải ghé mới được :>', '53 an thượng 18 cổng phụ đại học kinh tế nha cả nhà iu. Tụi mình mở từ 6h30 sáng đến chiều tối', '2', 'Theo dõi', 'Đến check in có kẹo ăn k ạ???', 'Nguyen Anh Tuan kkk có bánh luôn hì', 'Nguyen Anh Tuan có hết nha']",15720,https://www.facebook.com/groups/614770969645645/posts/1099750081147729/?__cft__[0]=AZUUCOAIw2sMfjN-s8PYByQSEytz5Typ1JjNOHdfsjIzcg4TX0AqP-y_xi50Pz5UTM5XjeHJ-zjzVExtBqfnbkGikRWIMhCiGgOfLSB41rPx2YyvIlTaU7GkWkhZVP9LQ8uPfG7Uz27R-A8QQ8DR4eavwjwJOR7BuX0ip36Y80G8uQB4xUrP-8cLXGarukXyMZI&__tn__=%2CO%2CP-R,"Chủ Nhật, 3 Tháng 3, 2024 lúc 10:56",7
"['[ 49 KA MỐT ĐI QUÂN SỰ HA :> ] - [ HI 49K DUE Z ]\nNày 49K đợt 2 ơi, mọi thứ đã chuẩn bị như thế nào rồi, đồ đạc vật chất và tinh thần đã đâu vào đó chưa? Nhưng mà có xong rồi thì đừng chủ quan không đọc bài viết của Tiệm nhé !\nKhác với mọi khi, năm nay, các bạn 49K sẽ khởi đầu chặng đường Quân sự của mình ngay sau khi ăn Tết .Đây sẽ là chuỗi ngày đáng quý trong suốt quãng đường sinh viên, các bạn sẽ khó lòng nào quên được. Một môi trường quy củ rất thật của chú bộ đội, một ngày 24h với những vòng lặp quen thuộc kéo dài gần 2 tuần nhưng không hề chán ngán.\nSẽ có chút háo hức vì sắp sửa được trải nghiệm những điều mới, sẽ có chút lo lắng hổng biết đem đồ đạc bao nhiêu là đủ, và sẽ có chút hồi hộp vì hổng biết ở trên đó có hoà nhập được với mọi người hay không? Vài ngày nữa thôi, các bạn sẽ có thể trải nghiệm kỳ nghỉ dưỡng có một không hai, duy nhất kéo dài 14 ngày này.\nDẫu có thế nào đi nữa, vui hay buồn hay chỉ là một trạng thái bình thường mới thì các bạn hãy tạm gác hết những âu lo, bộn bề cuộc sống lẫn bộ não nghĩ nhiều để tận hưởng hết mình những ngày tháng quân sự này nhé! Chúc các bạn sẽ có những trải nghiệm tuyệt vời, khó phai ở khu đô thị Đại học Đà Nẵng.\nHọc xong nhớ ghé tiệm nhaaaaa :> Thứ 2 tiệm khai trương rồi đó. Group zalo tiệm nè, cần gì cứ nhắn nha:\nhttps://zalo.me/g/oxlflh062\n#TeamHIDUEZDesigner: Tuyen, Ly Na, Thao.', '+8']","['Tất cả, 149', 'Thích, 104', 'Yêu thích, 45']","['Các bạn đợt 1 có lời khuyên gì thêm cmt xuống dưới đây cho Tiệm và các bạn biết nhaaaaaa', 'Poster đẹp quá Đoàn Nguyễn Tố UyênThảoLy Na Lê', '2', 'Chưa\nEm chưa sẵn sàng mà huhu', 'Nguyễn Phan Hoài Thương kkk tuần sau đi r đó', 'Thành Đạt ụa em đi tháng 5 tháng 6 hêhhehe =))', 'Nguyễn Phan Hoài Thương ụa v à kkk xa quá bà v mà nói tưởng đi', 'Thúy Võ lên đường', 'Hữu Bằng đem theo cái chăn vì không ai muốn phá vỡ phong ứng cái nội vụ cả', '5', 'Theo dõi', 'Hoàng Thảo Nguyên phải mua nước rửa chén nz hà?:(', 'Hữu Bằng nếu ko muốn chen nhau để dành cái giẻ lau chén thì nên mua', 'Mang thêm Tỏi, thánh giá, vòng trừ tà nữa nhen', '6', 'Nguyễn Danh Thái dễ sợ', 'Nguyễn Danh Thái thật k anh đi đồn', 'Theo dõi', 'Ngọc Bích Như Như Hà Thị Yến VY', 'Kim Giang coi đi e', 'Lệ Hằng có đc mặc đầm bánh bèo đồ ko z eiu', 'Kim Giang thích thì nhích đii e', 'Theo dõi', 'Diễm Phúc cuối bài có link Zalo tiệm in tui nói á bà', 'Ly Na Lê okiee tui thấy rùi, cảm ơn nháaa', 'Thu Huyền coi nài', 'Trần Quân đừng có đem penaldo nha cha', 'Nguyễn Nhung', 'Nhu Nguyen chuc ban may man', 'Luyến bảnh đag no nắng', 'Khánh Nam', 'Đừng DÙNG nội vụ :)))', 'Hiếu Nguyễn bố m thích dùng']",16828,https://www.facebook.com/groups/614770969645645/posts/1099424964513574/?__cft__[0]=AZXgAPZesTY9cwt-Bfesj3UMTpSgr6zL7jZ0yEO_Wg5Dm3YeolD9GCPd2TAUr7GJT9IhifXfz4qXU6-4vcCzTG0-pfbNgaWZw54DItF-E81UAiZVyDclBFxmJ5Np0qUSKIRLjlqoRikq-Ee9r7Pb_3jaNQ-Iwn-0jhL7wr6iXX-lH5Xlx8XhO50zrb9mkP7W6Q0&__tn__=%2CO%2CP-R,"Thứ bảy, 2 Tháng 3, 2024 lúc 20:08",33
['Dù chưa khai trương nhưng tiệm đã nhận được rất nhiều tình yêu thương của mọi người\nSớm thôi chúng ta sẽ gặp nhau trong vài ngày nữa nhá\nTiệm in Hi Due Z - Tài liệu xịn lại còn nhiều tiện ích \nTiệm vẫn đang nhận đơn online các bạn nhó. Ib liền nèo :>'],"['Tất cả, 30', 'Thích, 18', 'Yêu thích, 12']",[],18710,https://www.facebook.com/groups/614770969645645/posts/1097379451384792/?__cft__[0]=AZVFCc91u2xEi7Z3e9bBDW0joQ2wjLmjVGVGBZPM3eL0mGGIsY148p6E_3y2AAxjcl4SKw3r0NnOosDMK5-Ibx_Rp4qK54sOomLfvRbJUIprvf9KZahIfp-dA9DaZHb-bk2oFDu26DI6VtTCetwyb6ezP5OJwKmPLCGARrrWwXzRQsnx1EsvNiAjxKEzJZqCyuQ&__tn__=%2CO%2CP-R,"Thứ Tư, 28 Tháng 2, 2024 lúc 10:00",0
"['[ HỌC THÌ CÓ ĐÔI CÓ BẠN, HỌC TẠI HOCVIENZ.EDU.VN THÌ CÓ MENTOR ] - [ HI 49K DUE Z ]\nChào các bạn https://hocvienz.edu.vn/ đã trở lại đây và lợi hại hơn xưa vs những update mới về bài giảng và đề 2024 vừa đây.\nNếu bạn muốn A+ kì sắp tới hay đơn giản là dễ dàng qua môn thì học tại hocvienz.edu.vn cùng Mentor giỏi nhà HI DUE Z chưa bao giờ là một lựa chọn sai mới nhiều lợi ích hấp dẫn đi đi cùng. Lợi ích như thế nào thì coi các loạt ảnh phía dưới nhá\nHơn 160 học viên đã đi cùng, qua môn và A+ cùng HI DUE Z kì vừa rồi. Còn bạn thì sao ?', '+2']","['Tất cả, 38', 'Thích, 20', 'Yêu thích, 18']","['Học hocvienz xong rồi qua tiệm in để nhận được nhiều ưu đãi riêng các bạn nhó\n#comingsoon', 'Theo dõi', 'Coi trên máy đẹp lắm mà sao coi trên đt màu nó nhạt nhòa dzị ta', 'Có môn triết hok ạ']",19533,https://www.facebook.com/groups/614770969645645/posts/1096829768106427/?__cft__[0]=AZVe167-QFEnIR1F1vMhgXrN8jh_IGzHKgZVwJlFhjAVct9tsFq9U7iG1MRTcypaqNkBkzfa1kRHiyM6KI_YRhkXe3pEVv5gc-3aVzulcTyFFb32r_ajUhoseBZmjEYTwsbV3klaLjq1PMv48vTeD2wlvTQV6u3l9vS9lssMG996RgD8HI4HmrEGSZyWu6nXOCE&__tn__=%2CO%2CP-R,"Thứ Hai, 26 Tháng 2, 2024 lúc 20:29",7
[],"['Tất cả, 18', 'Thích, 12', 'Yêu thích, 6']","['Khi nào khai trương vậy a', 'Khoa Đoàn vài ngày nữa nè. A sẽ thông báo sớm', '2']",20587,https://www.facebook.com/groups/614770969645645/posts/1096636738125730/?__cft__[0]=AZUzv6ujmqUhDIzvlheXIUYwdEbHy0aQcrVaOoYzjRhRxpGssDAjMD6oAxmYVfg8XhckLEt1ychQ7-ajflrkpmm0HgDYwGvcZtjSHmpUAP0buX4glvlC2CRX93l6-gcWtKGDFpTcJzJdwYdo6PJaOYXuwd7SxjXBIhM87WRjYtselX7VZphTPrSMI_uYWdbyNwo&__tn__=%2CO%2CP-R,"Thứ Hai, 26 Tháng 2, 2024 lúc 11:16",3
['Quên Xuân Ca và Quỳnh Như đi\nĐây mới là trend cho các đôi bạn thân \nP/s: Uyên Nhi Lê'],"['Tất cả, 266', 'Thích, 139', 'Haha, 57', 'Yêu thích, 42', 'Buồn, 24', 'Thương thương, 3', 'Wow, 1']","['Bảnh xin mạn phép ạ', '11', 'Trần Thị Hương xịn', 'Kiều Oanh xịn quá haiii, ngưỡng mộ quá haiii', 'Trịnh Hồ Quỳnh Như ấy quá ha:))', 'Trần Thị Hương mê Bảnh thiệt a chớ', 'Theo dõi', 'Kiều Oanh Bảnh cũng mê Oanhhh', 'Uyên Nhi Lê Quá trời quá trờii', 'Mỹ Linh thồiiiii', 'Bùi Ngà Phúc Trương mời 2 bạn', '5', 'Nguyen Thuc AnhVõ Hồng HạnhĐỗ Thị Thu HàKim NgânnKy Duyen học hỏi đi', '2', 'Hoàng Uyên lạ lắm', 'Hoàng Uyên i cant', 'Hoàng Uyên ôi bạn của tôi đó =))', 'NT Tiến Nguyễn Thị Hiền Hồng Hạnh uocws', '2', 'Phan Trà My cố lên e ơi', 'Hồng Hạnh giật 4.', 'Phan Trà My ta giật đi Hồng Hạnh', 'NT Tiến len thôi cho e xin ko nổi', 'Phan Trà My 3.2 là đc rùi', 'Uyên Nhi Lê mê chị ta', 'Trần Thị Kim Nhung tui cũng mê cậu', 'Thư Lê Thư Nguyễn cũng nhóm 3 người mà mình kì ha:)))', '3', 'Phương Oanh qua kì 2 xin vía Nguyễn Đặng Thảo Vy đi :))))', 'Thư Lê xin muốn mòn cái vía của bé Nguyễn Đặng Thảo Vy mà k khả quan lắm', 'Trịnh Hồ Quỳnh Như em ơi em', 'Tường Vi\nđú trend', 'Nguyễn Thị KiềuAnh xin vía đi', 'Nguyễn Hà Thương xin vía từ mùa ni sang mùa khác mà vẫn tệ chơ', 'Nguyễn Thị KiềuAnh Hahaha chắc chưa hạp vía. Xin tiếp đi', 'Uyên Nhi Lê Em gái guộc quá đỉnhhhh', 'Linh Linh thoai em mơ 1 kì ni đc gòi', 'Thảo Vy để dành kì sau vậy', 'Minhh Thu phun A giùm', 'Uyên Nhi Lê Nguyễn Đặng Thảo Vy Hồ Thị Yến Vy xin sò quá mấy má ơiiii', '3', 'Nguyễn Thanh HằngTrà MyXuan Nhi Tran hazz tụi mình mất chuỗi r', '2', 'Thanh Hằnng Thùy Trang', 'Phạm Phương Thảo có thể là đi ngủ lun', '2', 'Diễm Êban Nguyễn Bích Ty nào mình cùng đuuuu', 'Xin zía các chị', 'Nguyễn Phan Hoài Thương chị nào, bạn á', 'Thành Đạt xin zía các bạn', 'Minh Anh sương sương 3A+_2A_1B+ thui', '2', 'Uyên Nhi Lê xin vía xin víaaaa :>', 'Hồ Thị Thanh Hương chị ni đẹp nên em phát hết', 'Xin cho b Việt Hà qua môn :))', 'Duc Kien Nguyen Anh Tu Trương Thái Bảo Hoang Nguyen trend ni ta đú được nè', '=)))))', 'Uyên Nhi Lê dô đây làm trùm à', 'Nguyễn Tường Vỹ bớt bớt', 'Mỹ Đào', 'đú chen', 'Phượng Huỳnh', 'Oanhh Trươngg xin vía cho kì sau đi', 'Hồ Thị Yến Vy nhả vía cho tớ đi cou ơi', 'Tuyền Thanh vía đâyyy', 'cũng được quá nè Đình Khánh Quỳnh Như', 'Kha Dĩ ngộ sống ẩn ngộ ngại', 'Ninh Thị Bảo Trâm Nguyễn Thị Trang Hồng Trang phờ lết đii', 'rầy hộ, chỉ dám im lặng', '2', 'Hiếu Ngọc tag lộn ng à:(((', 'Thảo Vy đáng ra đó phải là chúng ta', 'Thanhh Thanh hẹn em hk2', 'Thảo Vy của năm mấy', 'Thanhh Thanh năm máy thì chưa biết', 'Hoàng Thị Phương Anh đu cùng các e đi kìa', 'Ht Hiền bao giờ mới bằng các e ấy đã mà đu', 'Vi Nguyễn', 'Thao Nguyen Phương Trâm ce ơiiiiiiiiiiiiiii', '2', 'Cẩm Nhung dựt capcut đùng đùng', 'Thao Nguyen cần cái hẹn', 'Cẩm Nhung ngày t nhận được học bổng', 'Quốc Anh', 'Hoàng Ngân dẹp hộ cá trend này dùm t :))']",21190,https://www.facebook.com/groups/614770969645645/posts/1096617474794323/?__cft__[0]=AZWCOF-Bl6nAX9MYXRpWIjHWAa4m6IKaseu0A6WPph7Pu7eYcg-4g5b8uhlZF-Hy2iB0SoPbYoeENSfQUNGdp3u4L7_2XVImFU8445tGgUZo6zfweq1zm-OPj91Xe-hePGsHJZOdK4Yuu3j4cQGPE6_U_GKf-Y2PPB01F5GHVrH_F70A8R_Bckgi6O95Gto3S7U&__tn__=%2CO%2CP-R,"Thứ Hai, 26 Tháng 2, 2024 lúc 10:18",73
"['Tiệm in Hi Due Z\n53 An thượng 18 ( này mới đúng nha )\nNgay sau cổng phụ khu D trường đại học Kinh Tế, đi bộ là tới lun\nHẹn cả nhà iu nhá \n#comingsooon #ennedesign']","['Tất cả, 71', 'Thích, 50', 'Yêu thích, 19', 'Wow, 1', 'Buồn, 1']","['Bên mình nhận in trước online tài liệu, slide, giáo trình xịn giá phải chăng. Ib mình liền nhoaaaaaaaa', 'HidueZ Tiệm In xịn nha', 'tiệm của bạn hỏ', 'Dung Thanh kkk mí hôm nữa ghé nha', 'Haiyen Ho đẹp lúm e oi', 'Xa điên =))))']",22662,https://www.facebook.com/groups/614770969645645/posts/1095465511576186/?__cft__[0]=AZURFkzwUy5uZeldEdCfGiF10Y1j__TmSjd-3r5v9th5mIsA6OV3IuiDkZtom_4VCFUd_4hbuGQzN5aTvNABoX9YxVkrkmENzDh2ZZVe7LTiK1aminYjR-ewOVclxWBXgDoHhu_vhUhQD3r27IlLRx8sWXMFZYWoyVsdRUdcUTMcdXthMy_5_mvlwsaz5do6BZY&__tn__=%2CO%2CP-R,"Thứ bảy, 24 Tháng 2, 2024 lúc 10:06",6
"['[ GIÁO TRÌNH TOÁN ỨNG DỤNG ] - [ HI 49K DUE Z ]\nMình gửi tài liệu dành cho các bạn học môn này ở kì II nhé! Chúc các bạn học tốt!!', 'PDF\nGIÁO TRÌNH TUD-[HI 49K DUE Z].pdf · phiên bản 1']","['Tất cả, 18', 'Thích, 11', 'Yêu thích, 7']",[],23535,https://www.facebook.com/groups/614770969645645/posts/1095109284945142/?__cft__[0]=AZU8EVczY2VOD8yzwXpBj5EEpAiruzHFLnNjpl8UXoBxDIObEfHX2McxZGGhd8DJt5HCbkNAOmAXAXiOIckU2DN-ktP7kvEKavQ-6q0WV4v4FmTs7dt6EUpFy0-d5PBGpRMdr1VS4my9NElYAH-nngtWW7znlRxw4ePWKqqWGB_o6LH3x8whP4b1uxFY6_xTn391xopsW5ugaA5MlJjmp_31&__tn__=%2CO%2CP-R,"Thứ Sáu, 23 Tháng 2, 2024 lúc 19:00",0
"['[ GIÁO DỤC QUỐC PHÒNG HỌC PHẦN 2 ] - [ TIỆM IN HI DUE Z COMING SOON ]\nChào mn, mình là thành viên mới của gia đinh HI DUE Z. Thay mặt Due Z Hi mình gửi các bạn tài liệu ôn thi quân sự học phần sắp kiểm tra tiếp là học phần 2 ( cũng có thể gọi là cuối kì hp1)\nMình chính thức nhận đơn online thông qua zalo trong tiểu sử nên có gì kết bạn mình nhó :> mọi tài liệu in tại tiệm có logo HI DUE Z đều được ưu đãi giảm 5% nha cả nhà iu. Thích tài liệu gì ib mình. Đặt biệt là muốn in trước full tài liệu Quốc Phòng :>\nP/S: tiệm vẫn trong giai đoạn hoàn thiện chưa nhận đơn trực tiếp nhé cả nhà :>\nhttps://drive.google.com/.../11wRMsTKTTmU6aKH3OPyUqSSbTaw...', 'DRIVE.GOOGLE.COM\nTài liệu Quốc Phòng HI DUE Z học phần 2 - Tiệm in HI DUE Z - Google Drive']",[],"['Học phần 1 giữa kì đa số mn thi rồi mình gửi cuối kì học phần 1 ( hay gọi là học phần 2 các bạn nhé )', 'HidueZ Tiệm In tuyệt vời v shaooo', 'Thảo Tiên lưu hồi tham khảo nì', 'Theo dõi', 'Nguyễn Lê Uyên']",23907,https://www.facebook.com/groups/614770969645645/posts/1094551045000966/?__cft__[0]=AZUEG_JM57-OlXFvyhjpWEd-R-uMAVZyBoPPfPdUTiCvVt-mKK1lfuBoaYfQtqnJWbRNLkJQdkuDR5EC51WDzyj-1IcDvKZUOBMdjFe7-MDXgcT76bEewpOLTaZJeSK6fEMHZ8ZpzylhBBy_zZal6I4hVmzx1DWqU7t7bzcfNwgkAcuo9hb5koCJbXwEiWYdFD8&__tn__=%2CO%2CP-R,"Thứ Năm, 22 Tháng 2, 2024 lúc 19:00",5
"['[ GIÁO TRÌNH KINH TẾ VĨ MÔ ] - [ HI 49K DUE Z ]\nChào các bạn tân sinh viên nha. Hôm nay mình xin phép gửi tài liệu giáo trình KTVM cho các bạn nào cho nhu cầu nha. Môn này khó, vậy nên mình chúc các bạn ôn luyện thành công và qua ải mỹ mãn nha :>\nhttps://drive.google.com/.../14ussZqTanR8PWBSFhwsL1dTPo7K...', 'DRIVE.GOOGLE.COM\nGiáo trình Vĩ Mô - HI 49K DUE Z - Google Drive']","['Tất cả, 34', 'Thích, 21', 'Yêu thích, 13']","['Hiện tại thì khóa của mình đã giảm giá từ xuống chỉ còn 150k. Các bạn nhanh tay đăng kí nghen', 'https://hocvienz.edu.vn/.../khoa-ho%cc%a3c-vi%cc%83-mo.../']",24581,https://www.facebook.com/groups/614770969645645/posts/1091790948610309/?__cft__[0]=AZVt-6fuDs2RoH1kOqZIKfNrsOGKALvHST5HXhD527NxKmzWXLH41M6w-glQQvBeQYg_f-kunRlg1M-pMpJe5BTV6sk_6mXmSvShyMihSOsDitlD5edkeNKzjtJUF7VfkVpg6Oo-G-w0mAMRIMoWOuFRqK0MpJeBMux9bIYsiY7wRPADMVKrlQAcvd0MpiA8BIc&__tn__=%2CO%2CP-R,"Thứ Tư, 21 Tháng 2, 2024 lúc 19:00",1
"['Nếu bài viết này được 200\n\nHI DUE Z up liền tài liệu quân sự tổng hợp lại qua nhiều năm ôn là trúng, học là dính nghe']","['Tất cả, 484', 'Yêu thích, 398', 'Thích, 83', 'Thương thương, 3']","['.', 'Theo dõi', 'Ngọc Bích chiến thần ngoại giao kéo bạn bè vô tym đi ạ', 'Theo dõi', 'Thu Hà Nguyễn Quang Huy hãy tym zì tưn lai cụa chúng ta', 'Ly Na Lê mong là sẽ sáng', 'Theo dõi', 'Thu Hà giá như chủ thớt đăng sớm hơn 1 ngày', 'Phan Thị Hiền Trang', 'Chấm', '.', '.', '2', 'a có 1 bản file word luôn nek']",25241,https://www.facebook.com/groups/614770969645645/posts/1094024048386999/?__cft__[0]=AZW1fzEQYc_iCOPQbybAzRaF98ZLrZtZM-jwWHEfOmq_ZF0VPC4NrF7Voxtfoorsfh9aSRAv1pQ_cUu43i3gWwb89Fd2ARTOUedzwM0sRxfGFx_yORTgsUs8-tQwwnoEOPlD03sfI-bFsJ3dMLYgq0iLAV0e-sufdx0ZUKXohNVftYWZ4MUHX45TAhLsEbtdb9U&__tn__=%2CO%2CP-R,"Thứ Tư, 21 Tháng 2, 2024 lúc 16:55",14
