content,emoji,comment,current,time,comments_size
['Hôm nay trời nắng đẹp\nRất thích hợp để về quê '],"['Tất cả, 371', 'Haha, 242', 'Thích, 124', 'Yêu thích, 3', 'Thương thương, 1', 'Buồn, 1']","['Miinh Hằnngg you kìa', 'Lê Thị Bích Vân :)) chạy vội vì muộn xe', 'Miinh Hằnngg nổi tiếng rồi', 'Hạ Quyên Nguyễn xin đấy', 'Miinh Hằnngg\nbất ngờ chưa', 'Thảo Bún ngày này mấy năm trước là cuốn gói về quê r', 'Tuong Thi Xuan Huong 4 năm chưa bao giờ về sau 15/12 âm, thấy mình thật đỉnh', 'Bùi Lê My', 'Lê Tiên Dung xếp đồ đee', 'Đan Thuy đã xếp', 'rất thích hợp để đi du lịt', 'Đào Văn Tuyến đi quýnh bài', 'Thương Ngọc My Phạm về sáng sớm nên k biết là trời đẹp hay xấu nựa', ""K' Tuyết bạn đã zề ăn cơm mẹ nấu đc 2 bữa r còn tui"", 'Thương Ngọc còn 1 tuần nữa thôi cổ lơn', ""K' Tuyết tự nhin thấy lâu ghê ý"", 'Thương Ngọc còn 1 tuần thôi cố lên nha', ""K' Tuyết Diem Quynh miéc ik m"", 'Thương Ngọc đừng rứa chứ bây', ""K' Tuyết Mình tốt mà đâu làm j đâu"", ""K' Tuyết về sớm đi t méch cô"", 'Diem Quynh suỵt. Đừng tồi rứa chứ', 'Doo Ha Kim Khue', 'Binhtan Le răn mà mi nhận ra ta hay rứa', 'Mai Yến Nhi kìa bạn', 'Trần Thị Lan Anh hình ảnh Mai Yến Nhi 4 ngày nữa đây s', 'Hoài Thu Lê', '', 'Quỳnh Phạm còn 4 ngày thoi elm', 'Nguyễn Hoàng Thảo Ngân m à', 'Nguyễn Ngọc NhưYs đù đều vali tao cute hơn:)))', 'Thao Anh mai là m a ri nè', 'Thương Lê mai t vác vali lên lớp nà', 'Nguyễn Nga Nga về quê hả', 'Miinh Hằnngg Uiii']",37025,"Thứ bảy, 20 Tháng 1, 2024 lúc 17:00",35
['Kiếp nạn của web trường khi điểm vừa hiện full'],"['Tất cả, 136', 'Thích, 83', 'Haha, 34', 'Buồn, 19']","['Tran Quoc Dat', 'Bảo Bảo Gia Gia ổn k pạn', 'Phan Thị Thục Anh\nmấp mé chìm nổi', 'Ông bà mách bảo nên vô sớm\n, và cái kết buồn cả mùa Tết', 'Cách nhanh nhất để xem điểm là vào thẳng web của phòng đào tạo nhé mn']",38095,"Thứ Sáu, 19 Tháng 1, 2024 lúc 20:50",5
"['""Em thấy leo tầng 4 cũm khum khó lắm mà anh chị""']","['Tất cả, 328', 'Haha, 196', 'Thích, 122', 'Buồn, 6', 'Yêu thích, 3', 'Wow, 1']","['', 'Tại em khum phải nặng lòng về vĩ mô vi mô kế toán... em à', 'Mỹ Duyên sáng em leo như nào :)))', 'Trang Mai tủi trẻ. Chưa trải đc cảm giác leo từ tầng 4 khu D qua tầng 4 khu A', 'Ánh Duyên Thương Lê Minh Thư ngta cũm leo 4 tầng kìa :>', 'DẦU NHẬT IKO NHẬN ĐIỀU TRỊ XUẤT TINH SỚM MIỄN PHÍ - GIÚP CÁC ANH TĂNG THỜI GIAN QUAN HỆ 60 PHÚT - IB EM TELEGRAM : @daunhatiko1', 'Đừng ai nói là vô học phải leo 4 lần 1 tuần với balo nặng 4 cân chưa kể leo nhầm sang tầng 4 khu D đi về ra nhà xe hơn 400m và chờ quét thẻ từ nữa nghe, thèn bé sợ đó:)))', 'Nguyễn Phan Minh ThưDong Anh thấy lạnh sống lưng ngang']",38784,"Thứ Sáu, 19 Tháng 1, 2024 lúc 12:22",8
"['Ad mai về lau bàn ghế, các bạn còn đợi gì nữa nào ']","['Tất cả, 246', 'Haha, 164', 'Thích, 77', 'Yêu thích, 3', 'Thương thương, 1', 'Buồn, 1']","['Chắc là ngày 25 về không say xe :))', 'DUE Troll mình chạy xe máy ạ', 'Nguyễn Công Hoàng say ke', 'mí bạn về từ 15 chắc phải tốt x2', 'Phan Thị Khánh Hòa', 'Dương Phương Diễm', 'cho về với mẹ đi ạ', '', 'về thoaiiiiiii', 'Dung Lê chọn ngày đẹp mà về', 'Bich Anh 20', 'Hồ Như =))', 'Nguyễn Phương Linh k say xe là ổn r đó', 'Anh Thư Milk yeahh', 'Ánh Kim dọn đồ về là vừa rồi đó', 'Trần Thị Thanh Nhàn sắp rồiiii', 'Tống Cẩm Quỳnh mai đi h.an 0', 'Ngọc Hân nhắm chắc kèo chưa', 'Tống Cẩm Quỳnh dề chắc nằm liệt giường tới tết tỉnh', 'Ngọc Hân bth m cũng có tỉnh đâu', 'Tống Cẩm Quỳnh t tự ái chứ t 0 tỉnh', 'Nguyễn Công Hoàng ad đoán dị á, ad tin là Hoàng sẽ không say xe, cố lênn']",39712,"Thứ Hai, 15 Tháng 1, 2024 lúc 20:40",22
['Shopee sập rồi'],"['Tất cả, 142', 'Haha, 73', 'Thích, 55', 'Buồn, 13', 'Yêu thích, 1']","['Tuyền Châuu Khánh Linh ngủ đi', 'Phương Thảo', 'Phương Thảo chốt bth mà ta', '', 'Thật:)) bảo sao chốt đơn mã lỗi miết']",40591,"Thứ Hai, 15 Tháng 1, 2024 lúc 00:05",5
"['Ý nghĩa của hoa bỉ ngạn đối với sinh viên ', '0:06 / 0:15']","['Tất cả, 1448', 'Haha, 663', 'Buồn, 447', 'Thích, 329', 'Yêu thích, 7', 'Wow, 1', 'Phẫn nộ, 1']","['Nhân Trần', '10 điểm bỉ ngạn trắng Trần Thị Lê Na', 'Trần Thị Nhã Uyên bỉ ngạn vàng 5 điểm =))))', 'Trần Thị Lê Na là cao ròii', 'Ác:)(', 'Mai Linh', 'Phương Khanh', 'Kim Huệ', 'Minh Phương', 'bỉ ngạn xanh có vẻ đau khổ:))', 'bảo châu\nbổn nghị làn', 'Ngọc Bình Thu Phương', '', 'Ng Giang', 'Phuong Anh', 'Maca Ronee', 'Tống Cẩm Quỳnh học lại :(((', 'Nguyễn Hoàng Khôi Nguyên', 'Nguyễn Hồng Ngọc bỉ ngạn j', 'Như Yến', 'Hải Yến', 'Minh Trí quao', 'Tuyen Tran Hương Giang', 'Phuong Anh =))', 'Nguyễn Phương Hoa ý là em k muốn gặp lại cái nào chị oi...vừa cũng lướt thấy trên page vnu', 'Phuong Anh =)))) tôi cũng vậy trải qua hếc r thì k muốn gặp con quỷ nào nữa', '', 'Phạm Thị Duyên Hải', 'Ha Phuong tới nhà chưa', 'Phạm Thị Duyên Hải tới lâu òii', 'Phát Minh ý nghĩa quá', 'Quỳnh Như\nớn lạnh, minhphat sẽ ghét hoa lun', 'Hoàng Dương =)))', 'Ly Trúc nghe nói bạn thíc hoa bỉ ngạn', 'Bảo Xuyến', 'Cam Hạ gặp được mấy màu hoa rồi =))))', 'Huyền Mai nhắc lại cho nhớ', 'Chi Tran đã là xưa r diễm ơi', 'Nguyễn Thanh Thảo', 'Lê Anh Trúc bỉ ngạn đen\nnguyên lí kế toán', 'Nguyễn Thanh Thảo hồi ức đau thương', 'Ngô Huỳnh Thanh Thuý Tết này con không (dám) về', 'Trà My gửi thư điểm cái là khủa về', 'Thảo Trang bánh cuốn quá', 'Đat Gia', 'Minh Ngọc Mai Lê Thúy bỉ ngạn', 'Nguyễn Thu Huyền suy quá', 'Lã Hoàng Bảo Phúc dành cho mayy', 'Phương Võ', 'Hao How cái lùm mía...', 'Minh Anh bỉ ngạn xanh', 'Tú Chi bỉ ngạn vàng', 'Kim Anh Lê Minh Hằng', 'Trương Bách Việt Cẩm Hương Nguyễn Hồng Ngọc Nhi Trúc Khánh Vân Thii Nguyenn ý nghĩa quá', 'Hồ Trâm combo sát thương cho ngày Tết', 'Đào Tô khóc thét', 'Phạm Thành m chọn bỉ ngạn nào', 'Trần Minh Tường Vy', 'Nguyễn Thu Huyền', 'Ánh Tuyết t sợ toán hơn', 'Nguyễn Thị Thúy', 'Tuyết Trinh Hèngg Nguỵt Trúc Oanh nguyện làm bỉ ngạn', 'Ánh Hồng hay zâyh qué ạ.', 'Ánh Hồng bỉ ngạn hồng lấy chồng đại gia', 'Nguỵt Hèngg tôi chọn giống bạn', 'Tuyết Trinh ừ z đuy', 'Trịnh Thảo Hương Biện Quốc Thịnh ghét hoa bỉ ngạn từ bây g', 'Hồ Mỹ Tâm khóc thét', 'Phạm Ngọc Thủy Ngân bỉ ngạn vàng 5m2', 'Phuong Thaoo bỉ ngạn đỏ học lại 4tr', 'Hà Nhi bỉ ngạn thập cẩm', 'Từ Nhi ha ha ha ha ha ha ha', 'Trần Nguyễn Quỳnh Như quad kill:)))', 'Xem thêm bình luận', '50/99', 'Ăn Tết ngon hay không là phụ thuộc vào bỉ ngạn …', 'Minh Luc', 'Thanh Thảo', 'Nhật Nhật Nhật Thu thiếu bỉ ngạn trắng tinh khiết']",41262,"Thứ bảy, 13 Tháng 1, 2024 lúc 20:01",79
"['Một phút em ngẩn ngơ..', '0:05 / 0:10']","['Tất cả, 5347', 'Thích, 3,7K', 'Haha, 1,2K', 'Buồn, 272', 'Yêu thích, 24', 'Thương thương, 9', 'Wow, 3']","['DUE Troll xin lỗi tay của họ k dài như tay bạn', 'DUE Troll tại sao không phải là dở lên láy thẻ rồi để suônga', 'Nhân Trần nó ốp xi măng vào đấy thì nhấc bằng gì :)))', 'Ngân Ngân hời ơi bạn ơi cái này nó thiết kế có cái ngàm chịu lực thôi dở lên dc cton quét rác cặn bẩn lâu ngày nữa á', 'DUE Troll lợi thế cộng thêm, cầm gì cũng thấy to', 'Ai khót nỗi đau này', ""K' Tuyết mới làm xong là t nghĩ rồi sẽ có ngày ngư này ai dè thật luôn :)))"", 'Thương Ngọc mình đoán k sai mà', ""K' Tuyết bữa nào còn rớt điện thoại nữa thì:)))"", 'Thương Ngọc nói nữa là nó rớt thiệt đó cha', ""K' Tuyết"", 'Thái Phi có z k\n?', 'Ngân Lê k có nge. thẻ lun đc cầm cẩn thận', 'Lấy tốt.', 'Hồ Ngọc Đạt', 'Vi Thị Trà My cái miếng sắt nớ nhấc lên được á chị', 'Thu Hà', 'Khanh My :)) mất thẻ 1 lần r mà hong bít sao mất lun nè', 'Nguyễn Phương Nam', 'Thanh Miiu đắng lòng', 'Dương Ngọc Duyên cái gì cũng có thể xảy ra=)))', 'Phạm Hương có ng test hộ :))', 'Trân Mai phải là cái đth', '=)))', 'Lê Thảo Nguyên check cống nước mau', 'Phan Thu Huyền mai thấy bà huyền đi canh nắp cống tìm thẻ', 'Thu Huyền', 'Kim Dung coi chuk cậu', 'Nguyễn Thị Mỹ Khuyên cách dấu thẻ mãn đời nek', 'Nguyễn Phan Thanh Thảo má, suy nghĩ này đã vờn trong đầu tao cả trăm lần', 'Nguyễn Thị Mỹ Khuyên từ cái hôm cô dấu cái thẻ của toii', 'Anh Tieu', 'Băng keo dính cái là dc', 'Cần 1 cục sigom là được à', 'Thao Hoang', 'Gở lên dễ ẹc', 'Băng keo hai mặt.', 'Hồng Nhung Trương Thị chừ răng', 'Nguyễn Thanh Hằng =))))', 'Hà Hải móc thôi htrc e cx rơi chìa khoá, kể chưa nhể', 'Nguyễn Thị Diệu Linh', 'Thu Trang mình có đến mức vầy đâu, mình là ko biết rơi đâu', 'Nhấc cái nắp cống lên mà lấy, ngẩn ngơ coin card', 'Quận băng keo là đc', 'Nguyen Viet Quan', 'ngơ thật luôn', 'Nguyễn Lê Ngọc Hân ngừi phụ lữ lực điền xuất hiện liền', 'Cưa ra mà lấy', 'Ké', 'Anna Rink mình có xe rồi nè', 'Anh Tram là cái gì zẫy', 'Anna Rink cái thẻ xe rớt dưới cống đó chời', 'Anh Tram mới có xe nên nhìn chưa có ra haha', 'Hoai Kute nhớ lắm', 'Nhấc lên, k nhấc lên được thì phá', 'T bị rơi tiền xuống đấy', 'Ủa rr sao kh dỡ cái đó lên mà lấy :))', 'Nhấc tấm chắn lên là xong', 'Nhấc cái nắp lên', 'Ngọc Tú Ngan Nguyen', 'Ngân Ngân', 'Ctrl Z', 'Thật câm nín lun c oi gần nhà bấm thẻ có đó cẩn thận kaka', 'Thanh Hiền Nguyễn Eric Phạm Minh Thiện', 'Thư Lê chúc m sớm bị như z', 'Lây cuộn băng dính to kéo ra thả xuống là đinh vào', 'Nguyễn Lê Ngọc Hân t nhấc cả lò cống lên luôn', 'Trương Thị Hồng Nhung chị khác biệt, chị nổi bật', 'Xem thêm bình luận', '50/212', 'Hướng dẫn lấy đồ lọt xuống khe ở nhà xe:\nCách 1: iu một bạn nữ dễ thưn tay nhỏ đủ lách qua khe đó', 'Cột sợi dây cho chắc', 'Trần Thanh Tú', 'Còn tôi thì bị cướp thẻ ngay cổng Như Quỳnh Hoàng Trần Gia Bảo', '=)))))))']",42130,"Thứ Sáu, 12 Tháng 1, 2024 lúc 19:39",75
"['Tự nhiên thấy cũng sang sang ', '0:05 / 0:12']","['Tất cả, 774', 'Haha, 595', 'Thích, 160', 'Yêu thích, 10', 'Buồn, 7', 'Thương thương, 1', 'Wow, 1']","['Lê Hữu Truyền trường cx xịn', 'Ad nhìn là biết có kiến thức- kinh nghiệm và trải nghiệm rầu.', 'Ly Ly cho tí voice này thấy sang hẳn', 'Diem Quynh xịn xịn liềnn', 'cái này cần có kiến thức - kinh nghiệm và trải nghiệm nha']",43070,"Thứ Năm, 11 Tháng 1, 2024 lúc 20:30",5
"['Gợi ý cách học bài ""NHẬP TÂM"" cho 49K']","['Tất cả, 180', 'Buồn, 77', 'Haha, 53', 'Thích, 47', 'Yêu thích, 1', 'Thương thương, 1', 'Wow, 1']","['y đang nằm luôn', 'Thịnh Huỳnh giống mi lun', 'Nói chung là ấm từ chân tới đầu', 'Lê Ngọc trong lạnh ngoài ấm', 'Lê Tiên Dung', 'Le Hoang Thanh', 'Ước 7₫ vi mô', 'Phong Tuấn cao vậy', 'Phong Tuấn ghê vậy fen', 'Nguyễn Lê Gia Huy thua huy xí hả kkk', 'Phong Tuấn hơn nhiều rồi', 'Qua môn được r:))', 'Dương Quốc Tài nhập dô chưa', 'Phương Thảo dô rồi chị ơi, chỉ với 30k có người kèm lun', 'Diệu Linh làm ngay và luôn', 'Trần Thị Yến Vy thực hành liền', 'Diệu Linh đến giờ rồi', 'Linh Võ', 'Lê Thanh Tú Chi này học 12 tiếng 1 ngày vẫn được', 'Thảo Ngọc chắc chắn là mi', 'Phạm Hương tui đang ngồi học ngoan ngoãn\npà làyyyyyy', 'Huỳnh Như Tâm', 'Phuong Nguyen cái ni e thực hành thường xuyên :))', 'Phương Nhi ổn hông', 'Đặng NhưÝ đang nhập nè', 'Phương Nhi nhập trà sữa hả :))', 'Nhân Trần', 'Thảo Ngọc', 'Nguyễn Huyền tui nhột ngang', 'Nguyễn Quốc Toản', 'Phung Ngoc Anh không cám dỗ bằng', 'Yến Vy ra zone6 ngủ', 'Nguyen Nguyen cho qua ngủ ké với ạ', 'My My :>', 'Vân Khánh chill thoai, ông bà gánh dùm con', 'Phương Linh Nguyễn Thị Thu Trang tiếp thu', 'Thị Ngân thực hành liền đi…', 'Phương Linh đanggg', 'Hoàng Mỹ Ngọc ko dám cãi', 'Thu Nguyệt mô fat', 'Trần Lê Bảo Hân có lẽ em sẽ cần', 'Oanh Nhàn buồn vì đúng quá phải ko :)))6', 'Thu Nguyệt dạ =)) đúng quá hết cãi', 'Như Yến ta thấy cách ni hiệu quả thiệt nè :)))', 'Hồng Hà t hc qth y vậy đó', 'Như Yến thấy 2 ta điều ở trỏng', 'Vương Văn Quyền m thấy cách học của t chưa', 'Thiên Thiên Ý :)))', 'Ước 7 hichic 60 câu trắc nghiệm muốn đột quỵ não', 'Nguyễn Thị Thùy Linh tưởng mỗi cái đầu nó lạnh']",43922,"Thứ Năm, 11 Tháng 1, 2024 lúc 20:00",50
['Lí do hợp lí khiến đồng phục trường X tăng giá'],"['Tất cả, 157', 'Haha, 106', 'Thích, 47', 'Buồn, 3', 'Yêu thích, 1']","['Hoàng Thị Thảo Vi pass lại ik pằ', 'Gia Vy', 'Thảo Ly đồ tết của vk đó', 'Lê Nguyễn Mỹ Thu', 'Nguyễn Nhật Quangg hỡi a bạn', 'Từ Yến Nhi m vừa phải nghe\nTín hiệu vũ trụ à', 'Từ Nhi phải đủ hiểu biết, trải nghiệm, kinh nghiệm mới hiểu được', 'Kệ mẹ trường tauu', 'Soi cl', 'Nhà thiết kế Thái Công có thể thiết kế lại màu đồ thể dục trường em đc khum, tụi em dễ thưn chắc ngài khum lấy tiền thiết kế đúng khum ạa']",44693,"Thứ Năm, 11 Tháng 1, 2024 lúc 10:46",10
['Lên xe thôi nào những người ae '],"['Tất cả, 1099', 'Haha, 437', 'Buồn, 410', 'Thích, 247', 'Yêu thích, 2', 'Wow, 2', 'Thương thương, 1']","['DUE Troll xe này chê nhé', 'Hoàng Đức Quân', 'Bùi Thị Thuý chưa nợ môn nào', 'Truong My Na', 'Tra Giang đừng v chớ', 'Xe của Nguyễn Đình Khoa', 'Hoàng Liêm fun A', 'Xin 1 slot nha', 'Hoàng Thị Thủy', 'Hoàng Vân xin 1 ghế', 'Dũng Nghĩa', 'Nguyễn Hoàng Tiến', 'Thanh Thảo thau lạy á', 'Nguyen Huong Lyy', 'Phan Thị Phương Thảo ác', 'Mai Huyền', 'Phan Thi Tra My ê nam mô', 'Khánh Vi lên xe', 'Tường Vy', 'Diệu Huyềncoi á', 'Hương Huỳnh ăn nói xà lơ', 'Trần Thị Thuỷ', 'Nga Lê', 'Hữu Long về bảo bố mẹ m', 'Ngọc Liên', 'Hà My mới thi đc có môn à kkk', 'Ngọc Liên cứ tutu còn nh môn', 'Hà My kkk ko rớt môn đc đâu', 'Lương Thảo', 'vãi', 'Thanh Hiền', 'Linh Chi', 'Nguyễn Toàn ngồi xe này là hết cứu nha em zai :)))', 'Hải Quỳnh :))', 'Minh Phát', 'Võ Phương Thảo', 'Hồ ÝVy đợi thi nốt rồi bắt chuyến này về', 'Võ Phương Thảo nhanh chứ xe đợi hơi lâu ắ', 'Ngọc Hòa=)))', 'Trần Thân', 'Hoàng Huy về thui', 'Phạm Phương Thảo toai hông nợ môn tui rút chỉ', 'MẠC DUY TOÀN', 'Hiền Hànn', 'Huáng Yán Wéi chưa thi mà nói d rùi', 'Hiền Hàn nó là như gị rồi á', 'Hồ Thị Phấn Điệp', 'Mỹ Duyênn về', 'Tạ Huy Thy', 'Tô xe này đăng kí ở đâu vậy', 'Phan Quốc Đạt lên xe mà đi đi em', 'Phan Quốc Đạt trả vài tín thôi=)))', 'Hồ Minh TuấnNguyễn SơnKiều Oanh lên xe đi về quê =))', 'Ngọc Kim', 'Anh có cần ko Hoàng', 'Khánh Ngô đi t vs m đi về:))', 'Văn Tuấn lên đò đi cho nó phẻ:))', 'Khánh Ngô đi cái đoa nhanh lắm á:)))', 'Luongg Namm lên xe', 'Lê Thị Mai Thương', 'Nguyễn Tuấn Minh leen xe', 'Hương Thảo anh em mình lên xe', 'Nguyễn Thu Vui còn tôi nợ th', '', 'Ánh Ngọc Phạm', 'Thanh Trúc gooo', 'Khánh Huyềnn lên xe anh đèo', 'Trịnh Thị Ngọc Huyền c đã cập bến', 'Hoàng Võ Đại Quan lên xe đi chị đón', 'Nguyễn Thị Phương Thảo em lên liền', 'Nguyễn Trung Cường', 'Từ Thị Thủy tối nay nơ chở về lun nè', 'Nguyễn Trung Cường ụa, nhanh d tr :)))', 'Từ Thị Thủy kkk về ngồi chống\nCằm hóng thủy về', 'Hồ Thị Lệ Quyên lên xe dề thôi', 'Kim Vịnh tui rén ngang :((', 'Nguyễn Ngọc Minh Kha', 'Yến Nhi :))) kh nợ', 'Nguyễn Ngọc Minh Kha Mê', 'Huy Trần chở m chắt', 'Phương Uyên ẩu fen', 'Huy Trần chở t vs m ak đỉ ơi', 'Xem thêm bình luận', '50/167', 'Không chê Troll nghèo lên xe Troll đèo', 'Trần Thị Hương', 'Trần Thị Hằng', 'Trần Lai kh biết có free không']",46065,"Thứ Tư, 10 Tháng 1, 2024 lúc 11:36",88
"['Thi xong được nghỉ Tết 1 tháng luôn ó, ráng lên ']","['Tất cả, 410', 'Buồn, 160', 'Thích, 138', 'Haha, 105', 'Yêu thích, 6', 'Thương thương, 1']","['=))', 'Trần Thị Hương Hương cho P xin vía nhá', 'Thanh Phúc thi xong tặng cho Tuấn trận bóng đê', 'Võ Quang Tuấn P viết bài không nổi sao đá đấm đây T', 'Thanh Phúc nhanh khỏi thoi', 'Ánh Nguyễn khộ:))', 'Phương Mai mọc cánh để bay về chưa sếp', 'Ngoc Ha đường về nhà xa quá mẹ ơi', 'Nhat Anh 6 môn nữa thoi mà', 'Ngọc Hà thui gáng', 'Tống Cẩm Quỳnh còn kiếp nạn cuối kì nx chị ơi', 'Ngọc Hà thôi đốt ún đi', 'Còn 3 tín vĩ , 4 tín vi, 3 tín tiếng anh, 3 tín quản trị, 2 tín pldc , 3 tín marketing nữa là đến nới', '', 'Lê Lê Tuấn Hải 46K có chắc là có tết', 'Thảo Ngọc thích qá', 'Phan Nhi thoiiiii nờ', 'Ủa thi xong là nghỉ luôn hay còn đi học ạ?', 'Phạm Thị Lan Anh', 'Thanh Phúc không sao, không thở được còn bình oxi:))', 'Thanh Phúc Hương học ngu lắm Phúc', 'Quyết Thắng thi xong mình ra bến xe lun nà :333', 'Sợ']",46771,"Thứ Ba, 9 Tháng 1, 2024 lúc 18:00",23
['sắp tới cơm có thịt rồi :33'],"['Tất cả, 130', 'Haha, 70', 'Thích, 51', 'Yêu thích, 7', 'Thương thương, 1', 'Buồn, 1']","['Khà khà', 'Trần Mỹ Hạnh Trương Mỵ Nguyễn Thị Tường Vi Kiều Diễm gáng lênnn', 'Thúy Vy để ráng', 'Thúy Vy\ncó ai lì xì mình ko', 'Trương Mỵ mk cx thích được lì xì', 'Cuối tuần nào cũng về báo']",47489,"Thứ Hai, 8 Tháng 1, 2024 lúc 20:15",6
['Lớp nào nấu tất niên sớm vậy '],"['Tất cả, 441', 'Haha, 313', 'Thích, 123', 'Buồn, 3', 'Yêu thích, 2']","['46K15.4', 'Nguyễn Hải Thịnh ngta đánh cái vá lên đầu =))', 'Hoàng Lê Trà My', 'Sinh VănTrần Long quen quen :))', 'Hoàng Tuấn quá quen', 'Hoàng Tuấn =))))', 'Nguyễn Ngọc Thuận tranh thủ hỏi xem họ thuê ở mô e ơi =))', 'Quỳnh Na em cũng mún biết', 'Nguyễn Thị Thu Ngân đi ra hóng xem', 'Phương Thảo bận quá bạn ơi', 'Nguyễn Ngọc Thuận tưởng đồ của leader Hậu cần :)))', 'Le Viet Bang Tram mình hok có đó', 'Lê Tuyết Trinh đồ của mình thất lạc hả chị', 'Khánh Linh lẹ quá, lớp keto :<<<', 'Thùy Phương nấu tất niên ni hơi cực =))))', 'Linh Ngọc mở dịch vụ nấu cho 100 ng dc roài', '48k20 hạ', 'mấy bạn bên due chơi lớn quá']",48260,"Thứ Hai, 8 Tháng 1, 2024 lúc 12:31",18
"['TÓM TẮT TUẦN VỪA QUA', '0:07 / 0:33']","['Tất cả, 9519', 'Thích, 5,6K', 'Haha, 3,5K', 'Buồn, 158', 'Yêu thích, 129', 'Thương thương, 23', 'Wow, 12']","['Khổ Võ Hoàng Ngọc', 'Thuỷ Tiên chuẩn bị đổi vé đi', 'Hồng Ánh cười vl', 'Lương Liêm Phong', 'Trí An', 'Tuyết Nhung', 'Xong lại dọn tiếp bộ rồng bay phượng múa', 'Anh Thư Thi Đoàn Chúng tôi kh có tâm trạng', 'My Phạm tuần ni tâm trạng lên xuống như đi tàu lượn dị đó', ""K' Tuyết giờ tâm trạng xuống ròi"", 'My Phạm xuống từ hôm biết 29 mới đc về cơ :))', 'Tui 8/2 ms nghỉ :))', 'Đã vậy còn đc nghỉ tận 1 tuần =)))))', 'Còn tui đầu tháng 2 mới đc nghỉ', 'Í là t cx sắp về quê, mà nghe là trc khi nghỉ sẽ có bài ktra 15p all môn:)) mà t nghỉ trc 1 tuần, nếu cho nghỉ sớm thì tốt bt mấy', 'Nguyễn Lâm câu chuyện buồn quá chị ơi', 'Nguyễn Mai Anh một câu chuyện cảm lạnh', 'Lam Anhh', 'Xin đoạn mèo buồn', 'Cung Khoa', 'Mỹ Uyên', ':)))', 'Thục Đan Hà Tĩnh kìa:))))', 'Ngân Trương', 'Trà Myy', 'Lương Poor đời k như mơ', 'Trần Yến Nhi', 'Nguyễn Minh Tâm nghỉ 7 ngày tết đủ òi', 'Hành Lá Aà', 'Thảo Nguyên :))))))))', 'Tam Nhuu', 'Hải Lộc', 'Đỗ Xuân Hạnh', 'Thiên Ann', 'T m5/2 đến 17/2 :))) xog học 2 buổi nữa sang tuần sau thi r lại nghỉ thêm tuần nữa sag block sau :))', 'Kỳ Duyên', 'Thế Ngọc', 'Meo Meo', 'Thoa Kim', 'Báu Nguyễn', 'Hồ Hoàng a lúc nào về vinh để e trốn ra :))', 'Lê Mạnh Cường', 'Cẩm Vân', 'Hao Nguyen khổ lắm', 'Diêm Thành Nhân nghe nói ông muốn ngày 22 về', 'Nguyễn Thảo =)))', 'iem đc nghĩ 1 tuần', 'Được nghỉ 2 tuần =)))', 'Hàn Phi Nguyệt hahaa', 'Nhat Le\nngày 27 zìa, mình đi xe máy zìa hehe', 'Mai Anh', 'Đoàn Thị Lê Thành :)))', 'm hả Van Anhh', 'Minh Ngọc dm tưởng t thật á tr=)))', 'Bigz Trâmm Hải Yến 4/2 mới nghỉ', 'Đinh Nhạn kêu nghỉ được nhiêu thì nghỉ mà hăm chịu', 'Bigz Trâmm nhưng toai muốn học', 'Huỳnh Thị Thanh Thảo iuh mãi đỉnh nữa đi ::))', 'Thai Bao', 'Xem thêm bình luận', '50/105', 'Thoa Hoàng']",49384,"Thứ bảy, 6 Tháng 1, 2024 lúc 20:01",62
